id,zip
26171,92173
26172,92105
26174,92126
26191,92102
26193,92008
26195,92128
26212,91910
26215,92121
26221,92101
26229,92103
26230,92173
26240,92108
26245,92139
26262,92107
26267,92113
26279,92008
26297,92108
26303,91902
26324,92025
26338,92108
26339,92081
26388,92108
26389,92117
26401,91950
26402,91950
26412,92078
26427,92025
26440,92024
26443,92037
26446,92106
26450,92101
26465,92054
26487,92008
26491,92103
26560,92108
26562,92115
26563,92109
26588,91977
26639,92008
26643,92108
26669,92008
26671,92114
26675,92064
26695,92011
26700,92108
26721,92126
26737,92111
26756,92154
26767,92121
26772,91942
26782,92110
26796,92122
26807,92113
26808,92123
26814,92020
26831,92111
26834,92101
26835,92075
26836,92020
26865,92014
26890,92037
26914,92071
26929,92111
26942,92037
26999,91913
27008,92071
27057,92101
27064,91950
27097,92024
27102,92131
27103,92139
27104,92131
27106,92101
27109,92103
27110,92037
27121,91911
27122,91910
27125,91910
27127,91977
27130,92121
27146,92127
27152,92103
27161,92054
27194,92011
27195,92109
27207,92120
27224,92101
27229,92064
27236,92128
27249,92145
27254,92037
27255,92154
27256,92108
27260,92118
27266,92101
27270,91911
27271,92064
27304,92139
27310,92108
27321,92128
27322,92108
27329,91942
27346,92128
27371,92117
27379,92129
27388,92126
27405,92110
27415,92071
27420,91950
27437,92173
27441,92104
27452,91910
27454,92081
27469,92037
27482,92173
27489,92126
27504,92123
27508,92121
27524,91950
27540,92103
27541,92025
27544,92020
27546,92081
27566,92154
27567,92121
27597,92025
27606,92024
27610,92111
27625,92014
27626,92020
27655,92020
27669,92117
27683,91942
27707,92128
27723,92078
27728,92103
27756,92065
27763,92109
27768,91932
27781,92009
27783,92110
27791,92037
27794,92104
27796,92029
27839,92027
27872,92108
27889,92065
27895,92025
27904,92101
27918,92109
27924,92121
27925,92121
27936,91915
27939,92075
27955,92056
27978,92123
27981,92121
27984,91914
28034,92054
28054,92008
28073,92108
28092,92131
28106,91945
28125,92154
28132,92111
28135,92026
28139,92129
28177,92064
28185,91910
28202,92037
28203,92111
28205,92111
28215,92101
28222,92054
28242,92024
28254,92008
28257,92102
28271,92065
28275,92101
28316,92102
28320,92120
28327,92154
28328,92154
28358,92071
28367,92121
28378,92037
28424,92027
28453,92130
28455,92037
28484,92025
28485,92110
28510,92126
28527,92131
28559,92056
28599,92020
28609,92081
28611,91977
28620,92008
28633,92008
28645,92123
28652,91950
28659,91910
28663,92107
28667,92122
28688,92024
28695,92054
28719,91950
28724,91945
28733,92026
28739,92120
28742,92101
28763,91945
28770,92128
28772,92110
28799,92024
28801,92111
28802,91914
28804,92128
28811,92027
28812,92020
28815,92111
28822,91910
28823,92011
28834,92109
28857,92011
28865,92120
28884,92111
28893,92173
28903,92123
28923,92111
28928,91942
28969,92106
28976,92122
28993,92110
28995,92117
29007,92110
29010,92126
29015,92154
29021,92108
29034,92029
29037,92024
29042,92101
29051,92126
29065,92113
29075,92140
29082,92108
29104,92123
29139,91911
29142,92010
29145,92025
29148,92121
29157,91942
29177,92121
29180,92121
29183,92102
29227,92014
29240,92121
29250,92118
29281,92071
29286,92154
29287,91910
29289,92122
29292,92111
29301,92105
29307,92014
29405,92025
29406,92103
29427,92121
29437,92026
29448,92130
29450,92154
29457,92111
29458,92126
29459,92115
29481,92065
29482,92121
29516,92054
29519,92027
29520,92154
29521,91910
29522,92127
29523,92064
29524,92108
29587,92111
29588,92111
29595,92123
29614,91910
29632,92101
29641,92116
29659,92071
29661,92128
29676,92111
29678,92037
29684,92020
29688,92108
29693,92008
29707,91942
29712,92122
29750,92105
29815,92101
29837,92173
29844,92154
29846,91913
29888,91942
29890,92025
29909,92123
29924,92128
29942,91945
29944,91945
29953,92120
29980,92054
29996,92014
29998,92131
30008,92020
30014,92173
30022,92008
30029,92081
30055,92113
30063,91977
30069,92109
30072,92101
30076,92025
30080,92101
30083,92129
30119,91945
30151,92064
30156,91910
30173,92117
30176,92078
30198,92056
30207,92111
30208,92121
30234,92103
30248,92102
30260,91950
30270,91950
30271,92103
30372,92065
30381,92122
30428,92121
