geoid,ctblockgroup,centroid_lon,centroid_lat,medhinc_cy,avghinc_cy,gini_fy,totpop_cy,n01_bus,s23_emp,n37_sales
060730083271,83271,6258771.090894688,1929538.609821581,141763,185218,29.2,1944,43.0,97.0,0.0
060730083272,83272,6261562.106011188,1931114.7424030055,188558,247044,23.7,3105,54.0,388.0,0.0
060730083273,83273,6257726.865318438,1934315.608854007,178576,271247,19.0,1132,137.0,316.0,7466.0
060730083281,83281,6274122.704072608,1932646.1257296677,200001,319345,19.4,2993,51.0,110.0,731.0
060730083282,83282,6267774.575290199,1933495.1698739694,200001,311250,21.6,6392,79.0,662.0,281.0
060730083301,83301,6264804.94390696,1927160.735263581,200001,352743,13.9,1917,31.0,43.0,0.0
060730083302,83302,6262857.3729835125,1927056.1126922148,192158,220180,22.3,1177,21.0,141.0,0.0
060730083303,83303,6262077.592703097,1927860.3695146241,114542,142990,32.1,2347,25.0,17.0,281.0
060730083311,83311,6262819.420781476,1924139.4033552718,200001,249863,17.8,2534,58.0,246.0,231.0
060730083361,83361,6289982.2148304805,1933026.771620151,177724,229215,18.7,792,13.0,44.0,337.0
060730083362,83362,6291213.363737853,1933096.8867228387,166533,204925,20.3,1342,15.0,12.0,0.0
060730083371,83371,6289277.459877112,1930001.946765435,161527,201544,22.1,1815,26.0,50.0,337.0
060730083372,83372,6291789.098551319,1930488.5701683024,181346,213169,23.4,949,13.0,25.0,0.0
060730083373,83373,6289582.179902925,1928533.6255079994,200001,250150,16.1,1573,15.0,26.0,337.0
060730083391,83391,6260813.074716873,1909544.8171900038,80261,109758,41.7,1862,1672.0,16233.0,19723.0
060730083431,83431,6264074.994207635,1895201.0176430738,70571,94618,38.2,2350,26.0,191.0,0.0
060730083432,83432,6264963.242840085,1894490.285422202,80662,104767,37.4,1375,3.0,14.0,0.0
060730083433,83433,6265435.663475036,1895988.1592995864,73008,96749,34.0,931,9.0,10.0,0.0
060730083441,83441,6270951.738702734,1893719.5988491294,124784,178092,28.0,1882,43.0,383.0,0.0
060730083442,83442,6271407.644283577,1892675.5348028669,154621,212319,23.3,1754,34.0,30.0,0.0
060730083451,83451,6274405.390978154,1890568.685556859,115359,168078,30.1,985,247.0,1564.0,674.0
060730083452,83452,6271459.942926367,1889941.4214924774,78881,119456,38.5,1236,25.0,28.0,0.0
060730083453,83453,6269571.089720976,1890679.8894158208,103337,147976,32.5,1349,93.0,190.0,5456.0
060730083461,83461,6283551.912784735,1920192.6746768123,172381,208021,21.4,1455,9.0,20.0,0.0
060730083462,83462,6270502.531385987,1909545.485627001,137972,182210,21.8,652,1134.0,6610.0,21698.0
060730083463,83463,6274252.55079925,1914884.81294365,185997,255833,19.5,2643,35.0,42.0,0.0
060730083471,83471,6286226.45868069,1918237.7512035826,144402,171303,28.2,1495,16.0,161.0,337.0
060730083472,83472,6285145.564596649,1916319.7848863124,110530,121019,22.9,1141,12.0,6.0,0.0
060730083473,83473,6285553.1323408075,1919070.7825037146,143181,186579,25.5,791,3.0,3.0,0.0
060730083474,83474,6283353.306620504,1917377.7130107076,144797,185233,23.8,874,5.0,1.0,0.0
060730083475,83475,6280224.3836374115,1916115.2734891428,156308,187264,24.6,2181,12.0,6.0,0.0
060730083481,83481,6282089.777532372,1914137.8211729368,113627,143670,27.9,2031,19.0,100.0,0.0
060730083482,83482,6282977.18998117,1914671.6478001806,152022,154796,20.7,868,7.0,3.0,0.0
060730083483,83483,6279714.332021848,1912892.8674755287,119965,153808,25.9,2090,10.0,22.0,0.0
060730083491,83491,6286678.464490969,1916066.1520863285,123562,157325,25.7,1427,7.0,16.0,0.0
060730083492,83492,6285451.431798896,1913769.0452403366,129685,173805,27.0,2047,99.0,300.0,18818.0
060730083501,83501,6278899.82248236,1904238.8156581607,129002,160411,31.5,3937,3290.0,13000.0,50985.0
060730083502,83502,6277761.82615859,1908330.8163147725,153212,168067,27.4,1138,708.0,6217.0,16866.0
060730083503,83503,6282921.896430757,1911466.8145378716,150991,170429,25.5,1019,7.0,10.0,337.0
060730083504,83504,6280510.418670174,1910972.6190391295,102917,131632,29.9,2042,8.0,1.0,0.0
060730083511,83511,6286249.130097096,1912058.443521154,137311,162982,25.1,1129,80.0,101.0,8452.0
060730083512,83512,6284687.873905123,1911963.8871089674,129175,137871,27.1,867,9.0,20.0,0.0
060730083513,83513,6285997.013171109,1909771.981532459,102906,111501,29.6,1142,8.0,14.0,0.0
060730083514,83514,6284840.393984665,1910198.8622358993,127477,144166,25.4,1458,18.0,45.0,337.0
060730083521,83521,6290444.210390733,1918194.694572222,141585,177304,28.5,993,7.0,16.0,337.0
060730083522,83522,6289093.0499471435,1918261.5524434764,100214,111852,25.2,1377,11.0,69.0,0.0
060730083523,83523,6287820.308269644,1918496.0048136644,104278,119596,29.2,1122,30.0,35.0,2497.0
060730083531,83531,6288920.844134819,1919987.3278886818,124605,143274,28.5,1257,8.0,3.0,0.0
060730083532,83532,6290786.945518448,1920371.0694326668,121373,161077,28.8,2756,24.0,27.0,0.0
060730083533,83533,6290660.752309824,1920464.3861167186,111176,128630,27.9,814,9.0,23.0,0.0
060730083551,83551,6290630.392889506,1916650.1695240745,116492,156544,26.8,964,8.0,11.0,0.0
060730083552,83552,6293207.161397547,1916192.602169354,131544,154706,25.0,2386,150.0,440.0,16367.0
060730083561,83561,6288757.330364434,1915315.0375526166,107187,113786,26.3,1822,16.0,7.0,450.0
060730083562,83562,6288516.437572016,1916616.0634943403,95205,136305,34.7,1830,12.0,5.0,0.0
060730083571,83571,6291463.177816943,1915157.0598980743,107217,136037,30.7,1284,27.0,58.0,2247.0
060730083572,83572,6290457.952680878,1914121.314351574,110839,118433,25.2,1104,7.0,1.0,0.0
060730083573,83573,6288517.103817889,1913913.8195406666,100054,113590,33.5,2077,54.0,223.0,5613.0
060730083581,83581,6288423.85427103,1911664.7432472087,101134,127144,31.6,2465,29.0,451.0,3593.0
060730083582,83582,6292198.30358544,1913708.9363158918,85048,118065,34.7,961,124.0,284.0,11753.0
060730083583,83583,6292291.018724815,1911674.009686206,107803,121510,29.1,2003,15.0,227.0,0.0
060730083584,83584,6290531.298101408,1911784.3964523312,123825,142044,23.3,2050,8.0,2.0,0.0
060730083591,83591,6294533.419687394,1912444.3662975554,78238,107600,37.4,1946,114.0,297.0,26380.0
060730083592,83592,6294322.766992868,1909905.330709856,64550,82587,32.6,2117,14.0,4.0,337.0
060730083601,83601,6294819.969535242,1907992.053412426,91736,95736,27.4,1730,214.0,715.0,0.0
060730083602,83602,6291420.292501942,1908098.6614685282,76461,107020,37.8,1932,528.0,1555.0,9451.0
060730083603,83603,6288749.879567533,1909826.2017276767,139421,161514,28.8,2560,23.0,17.0,225.0
060730083611,83611,6259499.595802475,1897374.393892676,70337,98145,39.8,1970,214.0,904.0,17627.0
060730083612,83612,6259349.917635881,1895220.3602783312,87103,94575,34.7,873,7.0,3.0,0.0
060730083621,83621,6259659.426943777,1893981.7359546789,82802,115050,35.3,1285,96.0,140.0,12595.0
060730083622,83622,6259453.4219325455,1892293.1314778167,143066,186102,27.1,619,10.0,3.0,0.0
060730083623,83623,6259822.010910327,1893504.649092054,112743,137084,28.0,1256,14.0,19.0,0.0
060730083631,83631,6262890.733618338,1896024.802734089,75299,91126,25.4,1085,2.0,0.0,0.0
060730083632,83632,6262654.914077237,1895209.4186265953,56886,81677,43.7,1380,91.0,135.0,5623.0
060730083633,83633,6263447.699305563,1896692.4958203835,64672,89651,41.6,988,11.0,9.0,337.0
060730083634,83634,6262686.892168358,1896700.457197961,57630,67016,39.9,1448,10.0,79.0,0.0
060730083641,83641,6261967.910951781,1893228.9048815675,150847,169665,27.0,1258,14.0,19.0,674.0
060730083642,83642,6261032.367714103,1894509.3997021653,78802,85478,30.2,1654,49.0,335.0,281.0
060730083643,83643,6261649.525101423,1895456.1848253265,76887,94796,38.8,1433,13.0,13.0,0.0
060730083644,83644,6261215.266843543,1894033.241423035,66515,92884,43.4,720,10.0,11.0,0.0
060730083651,83651,6289118.319470648,1924794.4323892859,187538,239124,17.7,1509,22.0,35.0,169.0
060730083652,83652,6286598.174168631,1922830.7918764353,182121,225158,22.4,1323,19.0,44.0,0.0
060730083661,83661,6283952.321598739,1924826.8862837178,200001,256430,18.0,2460,27.0,109.0,0.0
060730083662,83662,6289043.898176265,1926266.1367755437,176144,223207,21.6,2625,23.0,13.0,337.0
060730083663,83663,6282422.129128235,1928345.1808425616,200001,243912,18.7,2415,32.0,52.0,225.0
060730083671,83671,6284019.499294828,1931126.3007664843,143423,174247,33.5,1518,76.0,158.0,6907.0
060730083672,83672,6284006.8465509955,1933247.0713088182,200001,215693,24.1,1931,51.0,200.0,2134.0
060730083681,83681,6290709.693782952,1937082.7641072236,144762,209830,25.4,1050,16.0,45.0,0.0
060730083682,83682,6287972.39335433,1931159.6458317242,166459,207336,20.3,1027,11.0,86.0,0.0
060730083683,83683,6288592.482635346,1935554.1697758767,200001,232941,18.7,1833,21.0,95.0,0.0
060730083684,83684,6287197.718549047,1931762.997431153,200001,241837,18.3,2670,34.0,142.0,0.0
060730083691,83691,6260696.1006624205,1927260.9803194797,172057,209594,23.9,1527,360.0,721.0,25887.0
060730083692,83692,6258546.451632272,1925146.3792357116,106422,128322,31.5,3593,810.0,4597.0,28124.0
060730083701,83701,6259346.639526376,1923040.219739583,156576,198263,22.4,2129,297.0,1761.0,10389.0
060730083702,83702,6259672.151618579,1924852.7330743582,113397,145479,26.2,2122,31.0,34.0,169.0
060730083711,83711,6263023.943505614,1914764.8368274665,149261,199424,23.4,2805,75.0,322.0,1180.0
060730083712,83712,6263052.700690563,1912515.92218659,136576,197849,26.2,1554,43.0,112.0,0.0
060730083721,83721,6271769.713778962,1916668.602313275,158038,198928,23.2,1522,109.0,190.0,2415.0
060730083722,83722,6271834.788354155,1920002.2079260526,200001,279231,11.2,2669,42.0,108.0,337.0
060730083731,83731,6261045.818859429,1920304.5776706,158136,192750,22.7,1021,75.0,453.0,899.0
060730083732,83732,6260803.710941578,1917816.2354789134,191196,230516,16.2,2356,217.0,1065.0,5230.0
060730083741,83741,6264903.367812989,1919140.6807532734,200001,273490,10.7,2119,31.0,190.0,0.0
060730083742,83742,6267312.419707386,1920638.8734127695,200001,272963,10.4,2221,47.0,118.0,674.0
060730083751,83751,6269770.256641464,1896771.0882712787,79255,117137,39.2,746,12.0,23.0,0.0
060730083752,83752,6269711.101307099,1895779.9915899842,104241,126667,38.9,1760,28.0,10.0,1403.0
060730083753,83753,6268991.164827752,1897816.2988626736,128408,178864,31.2,1875,23.0,13.0,730.0
060730083761,83761,6268233.871897977,1897645.069879357,106186,124150,29.1,1032,155.0,463.0,6459.0
060730083762,83762,6266790.249836906,1897686.9850768389,115073,187191,27.6,874,193.0,194.0,39208.0
060730083763,83763,6269989.436000522,1898321.656521316,125854,171222,31.3,2854,32.0,3040.0,337.0
060730083764,83764,6268502.373370983,1895949.6069490279,153240,204160,27.9,836,14.0,7.0,241.0
060730083771,83771,6261908.16747808,1897755.9212850085,64395,88687,46.3,1304,169.0,1307.0,6849.0
060730083772,83772,6263742.55142757,1897492.4795780238,75637,104904,40.0,1282,14.0,1.0,0.0
060730083781,83781,6264700.675162216,1899126.8937842688,73131,93955,41.0,975,73.0,235.0,5912.0
060730083782,83782,6265121.614873856,1899453.4721511214,0,0,0.0,16,314.0,1766.0,2359.0
060730083791,83791,6264544.419839771,1896988.9923949786,73022,88271,44.5,1237,8.0,1.0,0.0
060730083792,83792,6264695.975124834,1897976.8169438478,39751,67502,51.7,1183,7.0,18.0,0.0
060730083793,83793,6265286.092122729,1897411.7176416337,86673,107870,37.0,2282,72.0,651.0,12350.0
060730083801,83801,6295036.065027749,1919221.3863850886,110347,129035,27.2,3432,34.0,32.0,619.0
060730083802,83802,6295496.416289416,1922221.10640983,114995,141069,30.3,2102,40.0,35.0,2302.0
060730083803,83803,6295287.04608166,1915441.0387386433,90975,107261,34.3,2244,12.0,29.0,0.0
060730083811,83811,6293752.510901622,1918539.31491395,187627,220455,21.6,1732,9.0,4.0,0.0
060730083812,83812,6294241.605018439,1918977.0067997735,127664,150358,25.1,991,8.0,1.0,0.0
060730085011,85011,6263315.2164165145,1884478.8015173937,101946,106432,27.3,1421,17.0,22.0,0.0
060730085012,85012,6261943.897640815,1884645.4786151112,158838,194630,27.8,1717,191.0,319.0,5703.0
060730085013,85013,6262804.159032541,1881944.168131495,160346,228656,25.4,1183,111.0,292.0,0.0
060730085014,85014,6264833.16900501,1881803.0328578013,102235,118870,28.5,988,18.0,43.0,337.0
060730085021,85021,6268276.024573085,1887309.4652493105,155012,169948,23.0,1523,26.0,161.0,0.0
060730085022,85022,6269985.873670996,1885385.2991581594,63206,100732,35.7,1015,19.0,46.0,0.0
060730085023,85023,6267602.052206258,1885428.6928365424,120578,117012,25.3,939,16.0,26.0,225.0
060730085024,85024,6266474.364464061,1885069.8834631746,132508,161590,27.0,1355,24.0,17.0,0.0
060730085025,85025,6267589.2308694655,1883296.3850814821,88108,104452,35.8,1353,145.0,308.0,26190.0
060730085031,85031,6263614.914606324,1878388.7941006883,88303,110813,30.1,1764,307.0,635.0,1388.0
060730085032,85032,6267226.551174074,1881298.0752621233,81649,108158,30.3,1479,21.0,33.0,225.0
060730085033,85033,6267421.172700915,1878303.63357819,119021,164419,30.8,2326,83.0,278.0,0.0
060730085034,85034,6265673.0356615465,1878518.5270296421,157618,207383,26.1,1340,37.0,189.0,506.0
060730085041,85041,6269696.808929182,1883255.8335811824,88578,89576,18.3,874,28.0,47.0,730.0
060730085042,85042,6269759.7918930445,1881551.4660089924,100705,94099,23.9,601,8.0,10.0,0.0
060730085043,85043,6269886.141505484,1880718.6541280576,103311,139662,30.8,1482,67.0,358.0,787.0
060730085044,85044,6273978.8433470465,1879739.4205782947,137243,162898,23.2,840,134.0,369.0,5878.0
060730085045,85045,6271607.079218728,1879685.7717049615,117586,144025,24.8,2059,32.0,99.0,0.0
060730085051,85051,6276154.702858712,1887011.9755905895,104648,134298,30.6,1292,46.0,209.0,2472.0
060730085052,85052,6274761.920276412,1885296.1947506722,66401,102846,40.0,1149,19.0,10.0,788.0
060730085053,85053,6276812.430423463,1885863.7676782801,141482,166228,24.9,714,7.0,0.0,0.0
060730085054,85054,6272237.423118686,1887592.4584674367,119518,141086,27.1,1125,13.0,70.0,0.0
060730085055,85055,6272601.600413234,1885412.0931301294,103456,120823,32.2,1237,40.0,64.0,3884.0
060730085061,85061,6274948.5155001255,1884109.8171840177,89372,99721,30.0,1249,27.0,165.0,1293.0
060730085062,85062,6272720.754549033,1883746.0968689716,113302,144691,28.5,1315,27.0,19.0,618.0
060730085063,85063,6274312.678321363,1882342.3195113325,107298,133333,31.4,1353,44.0,36.0,674.0
060730085071,85071,6279063.534265846,1882286.8719034884,108324,145546,33.5,1532,78.0,393.0,2920.0
060730085072,85072,6279257.183828807,1880024.3328460548,85869,107506,34.2,1002,8.0,4.0,0.0
060730085073,85073,6278174.950648509,1880416.0064863197,105829,129575,32.2,1594,19.0,23.0,0.0
060730085074,85074,6276001.29644141,1880255.1866939294,107596,142748,35.3,1284,116.0,202.0,14936.0
060730085075,85075,6276489.848625842,1881652.3186923205,121479,169169,30.0,1127,10.0,67.0,0.0
060730085076,85076,6276848.679766953,1883380.8388415535,87215,109326,39.9,1017,11.0,51.0,0.0
060730085091,85091,6280404.856131182,1878648.5164895547,151192,173892,25.0,1158,14.0,17.0,0.0
060730085092,85092,6279316.096891977,1876604.4313906834,137079,182647,24.6,958,12.0,41.0,0.0
060730085093,85093,6277701.899871719,1875225.2591715732,91735,145930,32.7,679,8.0,16.0,0.0
060730085094,85094,6277717.479495396,1878962.7557292967,89767,135198,30.0,913,240.0,629.0,15453.0
060730085095,85095,6276473.798320663,1877798.6014256007,57545,78475,41.9,1979,23.0,15.0,1179.0
060730085096,85096,6277696.704937458,1877156.296754329,104641,120722,29.7,1278,17.0,11.0,0.0
060730085101,85101,6282751.534937242,1873926.7506815235,51917,72311,40.1,1309,43.0,44.0,3042.0
060730085102,85102,6280907.155509381,1876252.8607481408,113062,146630,36.2,1938,41.0,73.0,2864.0
060730085103,85103,6282748.3531905245,1876261.1666358788,40488,82886,48.2,1839,12.0,11.0,0.0
060730085104,85104,6279993.689156223,1873950.5032699895,72034,107471,38.4,1829,24.0,49.0,0.0
060730085111,85111,6291733.750002192,1883617.3295229096,106724,120391,29.3,3421,1480.0,10960.0,44652.0
060730085112,85112,6283303.163919462,1883123.640466056,90019,103405,34.5,1562,2994.0,11323.0,117668.0
060730085113,85113,6290385.8622666355,1878154.2549105014,111238,140407,27.6,1338,927.0,10247.0,17135.0
060730085121,85121,6274889.414322874,1878082.6161306167,113320,148492,25.5,782,13.0,12.0,0.0
060730085122,85122,6274432.781553511,1875618.8692221548,135285,151593,23.6,1431,34.0,80.0,282.0
060730085123,85123,6272870.161653526,1875201.7071987162,112269,156668,31.5,2134,31.0,95.0,0.0
060730085131,85131,6275564.605729084,1873307.8583435616,119484,161661,27.9,1751,29.0,233.0,842.0
060730085132,85132,6275468.953379035,1873766.0406340568,124234,156637,29.2,1076,21.0,37.0,0.0
060730086001,86001,6275933.830920014,1869026.8714053088,88597,107752,31.5,2838,28.0,81.0,337.0
060730086002,86002,6278232.872448363,1868922.3783671062,53346,69085,37.7,1198,11.0,60.0,169.0
060730086003,86003,6277951.437167443,1867170.2235532517,76611,83073,23.0,907,12.0,73.0,393.0
060730086004,86004,6279000.117138439,1868227.8217046524,37138,46812,32.5,1414,20.0,27.0,4211.0
060730087011,87011,6280109.951527911,1871529.8706276703,87580,94851,28.3,1763,20.0,462.0,0.0
060730087012,87012,6282301.050510057,1871079.5062299646,71792,72073,36.2,1602,58.0,398.0,2302.0
060730087021,87021,6284004.326401063,1870009.3960398461,96986,100769,29.4,1805,172.0,13831.0,1404.0
060730087022,87022,6282511.464295583,1865237.8243609893,107028,136326,29.8,1818,443.0,3519.0,13534.0
060730087023,87023,6284217.380642931,1873767.0324651862,67666,85810,29.2,1093,8.0,3.0,0.0
060730088001,88001,6280551.615326935,1867922.7405623973,93038,119357,30.2,2050,39.0,72.0,786.0
060730088002,88002,6279423.726480623,1865607.1091785897,57652,67192,31.6,1082,70.0,108.0,6970.0
060730088003,88003,6280539.611560881,1864060.689436622,98710,103155,29.4,1447,11.0,11.0,0.0
060730088004,88004,6280131.364585566,1866612.5415055668,55516,85901,43.2,1620,9.0,11.0,0.0
060730089011,89011,6278495.068729867,1864407.6596042444,78761,87735,32.8,1056,38.0,144.0,337.0
060730089012,89012,6278626.62547867,1862554.2287232631,89619,149997,32.8,816,8.0,5.0,0.0
060730089013,89013,6277698.356386586,1861285.9488709318,83784,103706,32.0,3145,82.0,644.0,2809.0
060730089021,89021,6275788.441322748,1858139.1750603423,99295,132322,32.7,2438,308.0,3357.0,20599.0
060730089022,89022,6277562.024788747,1859986.8064382938,94084,125137,32.4,1260,210.0,214.0,57199.0
060730090001,90001,6276815.499623284,1863822.9505060147,92050,113628,27.9,2677,37.0,213.0,281.0
060730090002,90002,6275481.320589876,1864672.0672672444,67839,82333,34.1,1009,11.0,88.0,0.0
060730091011,91011,6268010.877261662,1874659.7657990237,132479,174193,24.6,970,66.0,354.0,1460.0
060730091012,91012,6269872.647532435,1871614.4412208698,114760,137762,24.6,2298,79.0,88.0,1528.0
060730091013,91013,6269139.536816263,1869330.6491975877,106343,142921,27.8,880,50.0,110.0,0.0
060730091014,91014,6267088.4854722535,1872066.5383644798,183098,224391,22.5,1468,38.0,114.0,281.0
060730091021,91021,6271375.029845649,1873832.383241196,58533,81275,46.4,1293,148.0,189.0,2695.0
060730091022,91022,6270446.793420227,1874056.4466622518,65039,80300,28.6,1241,13.0,305.0,337.0
060730091023,91023,6271928.206190606,1871007.6522757027,58528,94894,41.5,939,83.0,106.0,4892.0
060730091031,91031,6272971.13704396,1868179.3007196533,170101,209437,24.6,655,10.0,4.0,0.0
060730091032,91032,6271719.758750475,1868553.7408188954,107230,139321,30.0,808,18.0,55.0,0.0
060730091033,91033,6271125.164267159,1867170.0232647157,151977,187608,30.0,1196,26.0,51.0,0.0
060730091034,91034,6268727.315016518,1867656.7086656305,121409,179936,35.1,1071,105.0,358.0,1517.0
060730091041,91041,6268668.327521062,1865415.7151649077,111319,152509,31.3,1223,86.0,125.0,4155.0
060730091042,91042,6271998.250716523,1864609.447641295,128321,191487,27.7,1629,39.0,212.0,169.0
060730091071,91071,6274035.50026083,1860776.4132010452,46101,70569,49.3,2427,28.0,41.0,562.0
060730091072,91072,6271584.359981061,1859726.1762534392,58158,66689,40.1,1089,121.0,346.0,11353.0
060730091073,91073,6273044.477515044,1860327.4793120895,76650,84127,32.7,1350,18.0,38.0,0.0
060730091074,91074,6275029.384786523,1861276.514250528,114317,144591,30.0,900,14.0,20.0,0.0
060730091081,91081,6268472.902123783,1861536.2551129628,65920,113281,40.5,1446,398.0,815.0,7906.0
060730091082,91082,6270094.023378781,1861537.0811468307,139243,174392,24.9,807,109.0,234.0,4885.0
060730091091,91091,6272483.511126989,1862138.6500245433,79135,111907,39.6,4056,37.0,1957.0,393.0
060730092011,92011,6286297.352409154,1874719.0936095475,73983,124101,37.4,2062,121.0,725.0,899.0
060730092012,92012,6285824.037021137,1873026.9033372055,57567,64406,35.9,1265,3.0,4.0,0.0
060730092013,92013,6286116.7710735835,1870388.2784841936,106850,120929,30.2,1318,18.0,39.0,0.0
060730092014,92014,6287243.816514913,1873068.281358639,57460,67296,28.5,1427,10.0,10.0,0.0
060730092031,92031,6286366.709740903,1864508.2321130424,52932,140359,43.7,3080,35.0,37.0,347.0
060730092032,92032,6284912.996511002,1866058.6998736376,122778,163827,31.1,2079,21.0,38.0,0.0
060730092041,92041,6288143.964148736,1871423.6212914172,100000,151328,34.5,1398,46.0,213.0,1911.0
060730092042,92042,6288348.632803982,1867312.8212014383,145412,197291,26.8,1997,48.0,207.0,674.0
060730093011,93011,6288993.848493561,1874080.7726734343,107540,118104,30.1,747,22.0,23.0,619.0
060730093012,93012,6289949.717696561,1870730.7834376341,117665,163683,31.3,1277,19.0,121.0,337.0
060730093013,93013,6290193.10418917,1874720.6207453958,83329,98415,34.3,1211,103.0,888.0,169.0
060730093014,93014,6290754.857126461,1873308.400354867,57482,69106,43.0,982,10.0,54.0,0.0
060730093051,93051,6291895.529282237,1870911.2827746952,93325,106740,26.8,942,9.0,4.0,0.0
060730093052,93052,6292422.703351483,1868812.834494785,86590,133184,36.0,667,5.0,37.0,0.0
060730093053,93053,6290903.314771218,1866348.9466293703,142829,172236,25.3,1616,41.0,67.0,0.0
060730093054,93054,6292131.577180537,1866919.912259301,104020,146008,28.3,1108,10.0,7.0,0.0
060730093055,93055,6291924.974066717,1868846.3128370927,123094,168952,25.5,519,20.0,35.0,0.0
060730093061,93061,6293922.01769038,1871710.3951201814,104932,142797,28.6,2243,184.0,1458.0,113.0
060730093062,93062,6293301.358589134,1870649.6527612086,78211,97347,28.3,652,13.0,9.0,2583.0
060730093063,93063,6292323.685981543,1873767.2272934997,97685,115055,23.8,1251,12.0,15.0,0.0
060730093064,93064,6295591.37770758,1871946.2731805118,123187,182947,31.7,1792,89.0,418.0,25317.0
060730093071,93071,6282305.3456473835,1859183.471529119,100821,128112,32.5,1524,276.0,2235.0,30139.0
060730093072,93072,6293307.5030831,1864400.872238426,83005,119906,36.0,1574,1014.0,10773.0,28375.0
060730093073,93073,6290187.382306456,1864167.8685500696,75705,83498,25.7,1233,11.0,48.0,0.0
060730093074,93074,6287112.531099863,1861253.5123496477,106962,108547,24.7,587,727.0,4025.0,59131.0
060730093081,93081,6286980.924340064,1862987.5151145011,98384,108211,24.7,1800,62.0,77.0,4267.0
060730093082,93082,6285839.879939521,1862291.9220974345,119392,149248,25.8,1088,12.0,34.0,0.0
060730093083,93083,6283276.573477853,1861625.5071354122,73890,96112,32.4,1397,341.0,1628.0,23726.0
060730094001,94001,6295200.713844283,1896303.9496461032,53809,74250,39.3,8029,89.0,305.0,13184.0
060730095021,95021,6297659.1616400285,1885364.9127138322,116361,157160,25.9,1746,100.0,363.0,5461.0
060730095022,95022,6297024.853786643,1882032.637588551,101388,116613,24.6,1999,33.0,303.0,0.0
060730095041,95041,6319409.818308836,1917070.1580421757,200001,268437,15.4,1964,31.0,38.0,225.0
060730095042,95042,6310696.519021039,1912561.4935736824,197387,282929,25.4,963,20.0,36.0,0.0
060730095043,95043,6306558.075941969,1908427.638333544,200001,240268,20.9,2547,61.0,501.0,338.0
060730095044,95044,6324439.575112254,1906490.3785224846,200001,277906,14.9,1605,25.0,33.0,0.0
060730095051,95051,6314042.115005235,1885525.7781742893,169491,231834,22.4,1240,16.0,27.0,337.0
060730095052,95052,6305098.943741143,1886188.6429605843,127824,171921,29.8,1439,16.0,8.0,337.0
060730095053,95053,6302782.273330807,1883449.4313086239,169022,208739,22.8,1973,32.0,368.0,0.0
060730095054,95054,6302749.040065231,1885606.0806493473,110017,135167,24.5,1817,20.0,21.0,225.0
060730095061,95061,6303809.5374925,1880804.6754360679,133737,192873,26.4,2424,29.0,37.0,113.0
060730095062,95062,6300536.685655547,1881141.8526473807,147403,171160,21.6,1905,25.0,22.0,225.0
060730095071,95071,6305440.623073797,1878609.043820787,108806,170037,31.9,2022,32.0,24.0,337.0
060730095072,95072,6308825.531250147,1878671.8866918965,81906,102459,28.7,671,6.0,11.0,0.0
060730095073,95073,6310228.48851175,1876795.5188156143,107037,117430,24.4,837,14.0,16.0,0.0
060730095091,95091,6301187.254224072,1876934.3946376038,114782,171812,29.3,1318,150.0,587.0,11576.0
060730095092,95092,6297515.898738419,1869038.650817697,112481,126751,28.2,2736,35.0,21.0,674.0
060730095093,95093,6302368.825327609,1872992.254214772,72564,131824,42.2,1182,133.0,298.0,21204.0
060730095101,95101,6298897.641682512,1877048.3185294261,89254,91190,27.2,1119,3.0,2.0,0.0
060730095102,95102,6297279.5819699215,1878287.0393079268,77504,86053,28.0,2425,3.0,6.0,0.0
060730095103,95103,6298242.224657527,1879006.81186141,40323,52353,38.0,1271,7.0,18.0,0.0
060730095111,95111,6298331.484090971,1873512.963968693,83972,92026,23.5,1879,8.0,105.0,1123.0
060730095112,95112,6297793.8656862015,1873151.0895364708,71437,87507,30.0,1911,8.0,34.0,0.0
060730096021,96021,6305500.3249785965,1872542.2915082136,104419,134292,31.7,1177,136.0,339.0,2870.0
060730096022,96022,6302557.103930497,1869901.877919869,73772,98427,39.3,1129,17.0,21.0,1403.0
060730096023,96023,6304311.858075735,1870243.8863661368,140507,167092,21.6,1030,7.0,6.0,0.0
060730096024,96024,6306499.268937819,1870887.1026589547,142132,176466,23.9,654,20.0,175.0,0.0
060730096031,96031,6296977.684619111,1867322.5275383224,57330,76886,40.2,1503,23.0,14.0,57.0
060730096032,96032,6298459.4849209795,1867147.3441717746,53219,65860,41.3,1035,14.0,166.0,337.0
060730096033,96033,6296602.718223655,1866035.191219972,79177,92052,27.9,1315,108.0,153.0,5407.0
060730096034,96034,6299163.426269036,1866009.9565409734,83731,105191,35.1,2483,428.0,6249.0,15389.0
060730096041,96041,6304550.084951913,1868439.505005515,146758,181512,26.5,623,33.0,83.0,1810.0
060730096042,96042,6303361.438278557,1867040.075630414,119895,175132,28.1,866,13.0,16.0,0.0
060730096043,96043,6302222.469062324,1868445.731308857,81744,114981,34.6,1051,102.0,3779.0,8550.0
060730096044,96044,6302615.917620575,1865971.446299677,68254,91869,36.3,1556,320.0,1202.0,5316.0
060730097031,97031,6309999.508887075,1871494.9022472056,134212,156484,26.4,1162,19.0,117.0,0.0
060730097032,97032,6309018.9822172765,1871601.4958775898,102724,131829,29.1,910,14.0,12.0,0.0
