geoid,ctblockgroup,centroid_lon,centroid_lat,medhinc_cy,avghinc_cy,gini_fy,totpop_cy,n01_bus,s23_emp,n37_sales
060730174062,174062,6252290.2281742925,1955525.701735373,91818,142354,36.5,1263,,,
060730174063,174063,6248975.305726756,1952948.9805590252,190798,241249,21.5,921,,,
060730174071,174071,6244865.21435832,1955649.158607164,170592,232646,24.4,1946,,,
060730174072,174072,6245934.460883517,1953574.028296822,135615,177992,25.2,1216,,,
060730174081,174081,6248208.6099972855,1951350.7387158028,128618,165864,29.4,1398,,,
060730174082,174082,6247616.574289885,1950038.8403757792,137891,218006,26.7,1293,,,
060730175011,175011,6243077.548434354,1961974.8810703224,176369,243317,22.4,522,,,
060730175012,175012,6241615.549522159,1960408.2161657056,110710,153320,31.5,1034,,,
060730175013,175013,6243633.5394348,1959618.7951455526,148525,177809,26.6,1143,,,
060730175021,175021,6246999.052149141,1961526.4057820588,127990,163942,25.9,1072,,,
060730175022,175022,6246237.439837343,1960219.1471038358,134004,177303,31.5,1219,,,
060730175023,175023,6247568.166998076,1959024.8065441998,100452,137286,30.9,1395,,,
060730176011,176011,6240736.02262785,1972799.9369381412,165039,220326,23.1,1195,,,
060730176012,176012,6242986.555709267,1973130.1849646477,155331,205789,26.2,1890,,,
060730176013,176013,6250308.448256612,1972675.2730349435,107615,138311,32.3,1050,,,
060730176014,176014,6246115.750115588,1974121.9170842713,175610,231247,22.3,1535,,,
060730176031,176031,6242220.255352388,1965951.2231685678,153584,199939,23.7,1057,,,
060730176032,176032,6243667.244904377,1966488.0527823225,169255,203166,23.7,1421,,,
060730176051,176051,6245356.431036973,1965580.6968581325,64347,134735,43.7,2040,,,
060730176052,176052,6248293.394209435,1967061.7317855626,200001,258356,24.4,1663,,,
060730176061,176061,6250852.265390967,1965552.5166702843,80973,148926,38.7,2127,,,
060730176062,176062,6248109.640387691,1963382.035442718,113218,146135,35.6,1851,,,
060730177011,177011,6238685.969848951,1975107.9325309831,200001,257787,22.3,962,,,
060730177012,177012,6238686.459850669,1973287.0940323921,125484,185806,37.4,952,,,
060730177013,177013,6239423.805435221,1970443.3195904137,107510,139554,30.0,1633,,,
060730177014,177014,6237235.968444906,1973601.4310215656,133495,155117,25.0,957,,,
060730177015,177015,6238335.585735399,1970769.0794898449,116741,143705,26.3,1086,,,
060730177021,177021,6240758.841813525,1966487.1704753675,110672,177595,33.3,1133,,,
060730177022,177022,6239480.324336367,1966720.327356855,175976,214903,20.0,862,,,
060730177023,177023,6240736.100885727,1964025.5476546455,144939,234036,25.8,992,,,
060730178011,178011,6228617.491360772,2005057.866938412,163380,197532,22.8,1628,,,
060730178012,178012,6227722.373620804,2008421.2769200706,83909,114552,30.8,1213,,,
060730178013,178013,6232049.175323739,2005996.639460749,128578,153482,25.9,2122,,,
060730178014,178014,6230675.054005658,2009278.9492394307,79727,119228,36.5,2178,,,
060730178081,178081,6243457.570427079,1979537.4803436995,142221,209701,29.8,1351,,,
060730178082,178082,6240360.761675519,1982747.5732639937,200001,252784,16.4,2046,,,
060730178083,178083,6243705.460186887,1981158.6588939435,117129,164294,25.5,1149,,,
060730178084,178084,6248789.812036067,1981239.3853781924,151621,224604,25.6,1623,,,
060730178091,178091,6232151.993096337,2002649.847993579,129074,158879,31.3,2312,,,
060730178101,178101,6232221.072461878,1998818.0793772223,117794,160186,33.1,2143,,,
060730178102,178102,6233412.900671775,2000707.8147544228,144184,207779,24.5,1252,,,
060730178103,178103,6237041.427362554,1998866.214390316,132527,178864,28.9,1661,,,
060730178111,178111,6235627.71060997,1987031.5155017034,86959,121290,32.2,1337,,,
060730178112,178112,6239056.941792377,1984641.5554639131,110226,131767,34.9,1855,,,
060730178113,178113,6236757.830480074,1984325.9520348485,115548,162391,30.3,881,,,
060730178114,178114,6236899.060732832,1988138.2904176682,169127,210695,24.3,1225,,,
060730178115,178115,6239419.72129536,1987584.887215868,169672,222585,22.5,1585,,,
060730178131,178131,6237211.959738515,1980038.1375102857,124747,168036,29.2,1824,,,
060730178132,178132,6231423.206789312,1991532.974809473,124652,202936,32.3,803,,,
060730178133,178133,6235111.848628449,1981888.9770456927,127474,183371,29.9,1812,,,
060730179011,179011,6225150.380451361,2006778.9140637105,101498,116602,30.5,1739,,,
060730179012,179012,6225670.156891258,2004464.0639314384,72109,84625,36.4,1274,,,
060730179013,179013,6226834.864196356,2003004.187973343,47508,51225,33.2,1091,,,
060730179021,179021,6227755.519180401,2001350.4547021496,64541,80436,35.3,1897,,,
060730179022,179022,6228931.359330199,1999192.442440161,200001,230022,23.2,954,,,
060730180001,180001,6223997.653458283,2003631.8149168584,135671,175827,30.8,566,,,
060730180002,180002,6225358.8321407195,2002098.6029652928,103277,138620,30.8,716,,,
060730180003,180003,6226369.880364858,2000394.6633308334,94631,139840,32.5,1297,,,
060730180004,180004,6227649.725593686,1998631.2464175664,131612,177496,29.5,479,,,
060730181011,181011,6221142.261263155,2012528.519085729,63659,89424,35.9,1721,,,
060730181012,181012,6222482.010424862,2009942.98581141,48890,87921,46.1,771,,,
060730181013,181013,6222178.9162017405,2011200.7566835482,150787,190381,24.0,873,,,
060730181021,181021,6223452.785009265,2008507.3867212394,98599,119351,29.4,1004,,,
060730181022,181022,6221676.818258732,2007408.5260337524,74013,147466,39.3,836,,,
060730181023,181023,6220105.522085973,2009909.554308719,70093,90792,39.1,700,,,
060730182011,182011,6219291.356036802,2013419.799522777,81259,95836,39.5,1805,,,
060730182012,182012,6220226.950792861,2015607.0563411105,71769,117331,38.8,1213,,,
060730182021,182021,6218568.375812613,2016235.4116122362,56322,103566,45.7,999,,,
060730182022,182022,6219173.9911482725,2016323.479018971,49071,87754,40.9,805,,,
060730182023,182023,6217679.884099263,2014995.3613721107,108101,131959,28.8,1095,,,
060730183011,183011,6217458.036696829,2012437.9497317367,120154,162365,28.5,420,,,
060730183012,183012,6212462.520822905,2019775.6257912528,102807,144029,31.8,575,,,
060730183021,183021,6217957.77440382,2012385.9818718103,56304,96317,44.1,581,,,
060730183022,183022,6214913.881408156,2016566.292851146,103395,142140,34.9,762,,,
060730184001,184001,6214775.07488244,2019086.3699349712,78770,102967,35.3,1237,,,
060730184002,184002,6215965.663658041,2017867.6986413554,71748,94220,36.9,1138,,,
060730184003,184003,6217208.444098154,2017053.6489000882,45960,70453,45.9,1339,,,
060730185041,185041,6223448.848712184,2013576.3376265122,169236,195686,23.2,1222,,,
060730185042,185042,6227828.166582209,2016500.4847490978,84737,142088,37.5,1525,,,
060730185043,185043,6226855.960802875,2012597.0039732694,120622,180951,27.8,1898,,,
060730185044,185044,6231261.727203485,2013854.8017080943,51298,83220,47.2,1291,,,
060730185045,185045,6230088.415181566,2012206.3132232833,63418,102347,43.5,910,,,
060730185091,185091,6221121.6972103985,2017225.4344259596,50475,69952,42.0,1529,,,
060730185092,185092,6222700.611635609,2017939.3185437345,64042,83634,33.4,1554,,,
060730185093,185093,6222392.031702729,2020011.351868522,76400,86881,27.4,1125,,,
060730185094,185094,6223781.257390412,2018847.8406721898,80791,93272,28.5,820,,,
060730185101,185101,6225633.390697046,2021720.3562281437,78645,87696,34.5,1924,,,
060730185102,185102,6229310.186443969,2024030.6853246046,83475,101774,32.8,1431,,,
060730185111,185111,6225070.101177117,2018529.731032136,76243,106207,35.1,1167,,,
060730185112,185112,6226850.746386982,2019882.0129455798,81919,98841,31.8,655,,,
060730185113,185113,6228208.738227713,2021062.9319705027,133168,157169,20.1,605,,,
060730185114,185114,6229296.252938881,2020074.9664050646,47338,66922,39.0,2628,,,
060730185121,185121,6233278.000709032,2026124.2606798008,49383,59656,39.4,1732,,,
060730185122,185122,6231930.341226571,2024666.2576445125,56159,72144,36.9,1038,,,
060730185123,185123,6231677.282760944,2022626.1146706399,59326,81739,38.3,871,,,
060730185151,185151,6233018.411884906,2014428.5748726767,135039,202416,29.2,744,,,
060730185152,185152,6236158.935989284,2012691.29220958,97028,132203,31.9,2443,,,
060730185153,185153,6234862.787829733,2016437.251285475,113841,165029,31.7,1806,,,
060730185161,185161,6240827.108974348,2018150.17825794,109616,130462,29.5,2750,,,
060730185162,185162,6242578.178006196,2017386.8955740726,91898,132288,30.1,1268,,,
060730185171,185171,6240258.988683334,2015010.47811115,104225,123296,24.1,1235,,,
060730185172,185172,6238073.627327939,2012612.3436869103,56925,75172,42.6,1115,,,
060730185173,185173,6239622.581783983,2012499.0483810597,61297,86172,42.0,1673,,,
060730185181,185181,6243315.774082425,2016017.918104048,87201,99915,28.4,1487,,,
060730185182,185182,6242837.332058785,2013395.8854725976,113542,146497,32.9,1662,,,
060730185191,185191,6245659.403350278,2018235.149172012,79268,102532,30.6,1558,,,
060730185192,185192,6245497.118122626,2016625.6522334332,73076,112166,38.3,1177,,,
060730185193,185193,6244621.010693857,2014233.821105874,92721,137281,35.1,1044,,,
060730185194,185194,6245943.952266144,2014631.6319653953,62263,92744,36.3,1618,,,
060730185201,185201,6242085.647027787,2034093.1161568935,78438,98665,31.5,1608,,,
060730185202,185202,6239290.887457345,2031697.565983412,80673,102509,31.6,2068,,,
060730185203,185203,6239456.633598692,2030050.8421560428,79787,88286,24.2,1973,,,
060730185211,185211,6234534.980542589,2030097.361837653,54644,75468,42.5,1844,,,
060730185212,185212,6237463.071008338,2032916.398421927,121938,165708,29.7,3214,,,
060730185221,185221,6243241.180310549,2023442.1822088822,138664,165341,21.8,2778,,,
060730185222,185222,6237383.785531713,2024483.9191827404,129723,149549,30.1,1701,,,
060730185223,185223,6237045.3971464615,2021226.31313353,84689,103333,28.5,1867,,,
060730185231,185231,6238718.69981951,2026860.1347262478,65738,92082,38.8,2441,,,
060730185232,185232,6236976.191573076,2027052.498501005,115125,179698,32.0,1193,,,
060730185233,185233,6235503.922821628,2027101.3058445484,73764,101995,34.9,1554,,,
060730185241,185241,6240567.695969011,2028130.9446291088,87050,123245,36.7,1826,,,
060730185242,185242,6242155.02846391,2030655.0787535564,90886,121655,33.1,1773,,,
060730185251,185251,6245618.699031307,2032436.2044858644,164394,197392,20.9,2378,,,
060730185252,185252,6244208.647204692,2029514.4276644108,141967,167638,23.9,1943,,,
060730186011,186011,6216516.466620383,2023211.41379475,109853,139499,26.1,1394,,,
060730186012,186012,6225823.290407519,2028924.6101254693,107443,136413,30.1,1777,,,
060730186013,186013,6222598.508537204,2027471.3702532004,126231,151007,26.9,1432,,,
060730186081,186081,6233656.799151925,2038115.816557109,125069,155097,27.6,2130,,,
060730186082,186082,6232975.022489313,2035334.589131041,97072,126957,29.3,964,,,
060730186091,186091,6235661.265075914,2036812.7533497124,128886,148225,23.6,2028,,,
060730186092,186092,6237123.462077498,2035262.1708966452,66926,77332,25.3,1776,,,
060730186093,186093,6236115.955776247,2036079.6212623508,74772,71311,30.2,2443,,,
060730186121,186121,6251376.315461063,2038179.1321878508,124728,163296,26.8,2639,,,
060730186122,186122,6242810.567337512,2036643.155613755,112041,122918,25.9,1403,,,
060730186131,186131,6230453.483069109,2032087.422436395,117071,151851,27.9,953,,,
060730186132,186132,6231980.494200462,2033667.2110603903,77319,95592,34.2,1873,,,
060730186133,186133,6228420.693115252,2029599.2546390025,87430,96772,25.2,1160,,,
060730186151,186151,6219115.451158389,2019918.7230796842,53582,69008,36.4,745,,,
060730186152,186152,6216790.412924465,2020692.8443091467,82292,100827,32.0,936,,,
060730186153,186153,6218355.3741840795,2019317.9768192547,83901,108603,29.5,1064,,,
060730186161,186161,6223832.449917102,2024037.1551963384,23124,33525,39.6,1565,,,
060730186162,186162,6219734.212047995,2020733.5882975615,52922,65989,37.2,1214,,,
060730186163,186163,6218767.820046413,2022089.9894580152,61855,70851,27.5,582,,,
060730186171,186171,6239711.3950978,2041361.083804071,122469,157863,30.7,2372,,,
060730186172,186172,6240540.251872733,2039345.7150216259,72815,90788,28.2,1128,,,
060730186181,186181,6238786.963407214,2035406.0950215545,65407,77031,24.4,570,,,
060730186182,186182,6238747.922635184,2037248.2850438217,75175,87972,32.5,1560,,,
060730186183,186183,6239933.572855062,2036900.2621245692,89921,107094,28.2,1555,,,
060730186191,186191,6254331.74582494,2050722.521091774,149004,219968,21.7,1512,,,
060730186192,186192,6248819.693126129,2047879.209446822,159104,198316,25.4,855,,,
060730186193,186193,6243764.790670573,2042952.675952791,151980,156934,27.7,2306,,,
060730186194,186194,6243910.447951485,2046730.1860150024,134902,180491,28.0,1586,,,
060730186201,186201,6242433.482651008,2040337.3852829088,98163,118505,31.1,1131,,,
060730186202,186202,6242420.186581304,2039046.6031330165,87359,104903,29.3,1389,,,
060730186211,186211,6230138.312488444,2027608.5500859043,80286,90411,28.6,1613,,,
060730186221,186221,6229476.843173264,2029558.8012862331,53563,59162,32.3,1413,,,
060730186222,186222,6232200.104348734,2030602.6346434748,90238,110259,33.3,2596,,,
060730186223,186223,6230495.554578173,2029788.001724406,53936,65444,38.8,1301,,,
060730187001,187001,6206329.830587208,2077376.1262005894,61330,73898,31.9,37603,,,
060730188011,188011,6258590.1946855225,2068281.8409204222,103552,140422,30.7,2108,,,
060730188012,188012,6266299.531013268,2075349.5056335065,107237,146547,29.7,1655,,,
060730188031,188031,6277161.685556685,2056392.9786350827,56206,85638,40.1,903,,,
060730188032,188032,6280601.285623913,2045829.0046070595,113830,171537,30.6,1126,,,
060730188033,188033,6270488.752375235,2050618.0429106436,81779,95473,36.8,1647,,,
060730188034,188034,6267216.879115786,2044202.9540666754,102803,142129,34.1,1999,,,
060730188041,188041,6262246.436442497,2056582.7855897837,159835,209297,23.6,1584,,,
060730188042,188042,6270496.256262795,2066625.1123829007,118573,165099,34.1,1761,,,
060730188043,188043,6264486.22393937,2064331.9705325952,132659,178592,29.8,2125,,,
060730188051,188051,6276273.857514853,2068681.3921838575,163358,218425,23.5,1592,,,
060730188052,188052,6281252.840315697,2072218.2263503259,104369,133547,32.1,2120,,,
060730189031,189031,6259245.498858217,2090506.3421795224,108722,133124,28.0,1536,,,
060730189032,189032,6261218.444083016,2086707.8058779463,77620,86195,25.7,914,,,
060730189033,189033,6257383.8488051025,2085940.0512310443,48795,91193,41.6,1928,,,
060730189034,189034,6254726.013753124,2085745.019412618,33305,49895,44.6,980,,,
060730189041,189041,6254418.60148418,2083140.2009144784,68636,100261,36.2,1244,,,
060730189042,189042,6256549.290378937,2083717.6157028552,42678,52743,37.3,1321,,,
060730189043,189043,6260884.847117821,2085021.8602558898,51479,82713,42.6,1084,,,
060730189044,189044,6260330.936086677,2083043.7502910912,68763,97017,38.4,2626,,,
060730189051,189051,6254277.046014077,2081062.6077344061,48338,56462,39.2,2260,,,
060730189052,189052,6256161.730763107,2080841.9365407673,60179,74517,33.3,1343,,,
060730189053,189053,6257949.131644817,2080011.9594416723,93436,114155,28.7,1513,,,
060730189054,189054,6261011.955462349,2080440.0308965903,101139,139142,33.2,1594,,,
060730189061,189061,6254366.198191848,2077262.068919059,59745,69956,30.7,2686,,,
060730189062,189062,6255239.835060414,2078212.1644083601,59351,79471,34.8,1307,,,
060730189063,189063,6259900.387323475,2076057.2019729984,106980,136755,31.6,2351,,,
060730190011,190011,6225155.9646222545,2112758.990469402,102690,118097,33.9,1287,,,
060730190012,190012,6273283.002202966,2095384.9734219532,86497,125148,37.0,1762,,,
060730190013,190013,6267550.577394164,2084100.9825857594,120275,163450,29.1,2178,,,
060730190014,190014,6274345.178776025,2081736.1069593725,106644,135262,28.6,1120,,,
060730190021,190021,6288708.4652446015,2085931.1796419811,98758,143387,31.0,4919,,,
060730191031,191031,6316003.802430553,2050909.99212121,164698,193242,23.7,1465,,,
060730191032,191032,6316817.8027047105,2038988.4022570497,91234,133538,32.9,2371,,,
060730191033,191033,6290172.232796831,2044157.6805043267,92539,118511,30.4,2070,,,
060730191034,191034,6301456.5534472335,2040610.8644042946,100489,151693,30.0,1218,,,
060730191051,191051,6290443.879997126,2029838.9913649736,151775,136652,19.9,1236,,,
060730191052,191052,6310268.081901098,2029592.4378683146,116116,145780,28.1,3258,,,
060730191053,191053,6294425.459700013,2025934.1963882758,110512,150752,32.9,1753,,,
060730191054,191054,6300684.714774846,2027563.1129345936,108643,147261,29.0,1816,,,
060730191071,191071,6359174.57497476,2021208.8451417938,105895,132429,31.8,2432,,,
060730191081,191081,6348897.581290512,2062869.2552967384,72884,89031,39.6,1410,,,
060730191082,191082,6304560.5782075785,2087699.695064341,115911,168468,30.4,1628,,,
060730191091,191091,6290841.804866534,2060208.2728750322,123193,153747,23.3,2612,,,
060730191092,191092,6319522.510889375,2064116.7394601267,43949,104028,43.3,780,,,
060730191093,191093,6301876.957861615,2061086.3357873112,91855,137743,31.1,1391,,,
060730191101,191101,6330923.487210389,2050710.157707857,115443,144630,32.1,1469,,,
060730191102,191102,6330778.545868916,2036804.7780026116,162828,193152,24.4,1770,,,
060730191103,191103,6343176.078509873,2042516.0570366597,116505,136007,27.1,2129,,,
060730191111,191111,6327711.078377696,2020298.0224667953,152825,198941,28.5,1600,,,
060730191112,191112,6333829.918721204,2022420.9709112756,111863,154034,32.5,1617,,,
060730191113,191113,6334175.84402903,2030090.9750513283,67907,90754,36.7,1192,,,
060730192031,192031,6260726.711306922,2033506.3736039302,125949,134112,25.9,919,,,
060730192032,192032,6259707.2622478455,2029926.6804759803,109232,125148,30.3,2008,,,
060730192051,192051,6257521.711105907,2027154.146154107,103091,107803,21.4,900,,,
060730192052,192052,6260284.130277808,2027032.8751913349,85624,108992,32.8,2606,,,
060730192053,192053,6261580.840267554,2025401.8662519362,61608,78676,40.1,1803,,,
060730192054,192054,6262644.873541201,2025454.963175575,40820,58950,42.0,1220,,,
060730192061,192061,6258187.803402063,2023047.6913760437,58286,75777,34.8,2337,,,
060730192062,192062,6259368.039451179,2024177.9023963616,110990,136359,26.9,3131,,,
060730192063,192063,6261504.199418922,2022923.1569462675,108917,122537,28.8,1192,,,
060730192081,192081,6283086.101799609,2023172.477476291,93472,132939,33.1,1605,,,
060730192082,192082,6272609.415986984,2017294.4082975741,112358,151273,33.5,1918,,,
060730192091,192091,6266876.457614469,2028934.3467599282,144696,186134,24.2,1508,,,
060730192092,192092,6270926.421789138,2030660.4219411355,143504,171959,24.8,1729,,,
060730192101,192101,6265582.263007773,2025873.0639152483,78764,94931,30.1,2815,,,
060730192102,192102,6264792.372236708,2024852.3335015026,60674,77656,26.1,2076,,,
060730192103,192103,6263822.16559007,2025083.5712291778,52568,72780,43.6,1064,,,
060730193011,193011,6251101.492178385,2030091.1867584782,141800,190253,27.3,1335,,,
060730193012,193012,6245749.305804717,2027099.1537712773,138717,175597,24.2,2354,,,
060730193013,193013,6248963.153590627,2029659.3349419942,92195,106981,33.0,2952,,,
060730193031,193031,6256706.208987416,2036450.5255272281,125573,171520,25.2,2263,,,
060730193032,193032,6253075.474550601,2033481.4564859418,129588,159870,28.0,2420,,,
060730193033,193033,6254255.091562277,2027928.660075825,55907,105645,47.6,3451,,,
060730193041,193041,6245274.637264296,2023704.5724810835,103795,124830,32.8,1113,,,
060730193042,193042,6246453.737037315,2023885.7338707442,100515,128799,35.2,2387,,,
060730193051,193051,6250771.656624439,2025716.2772822254,97648,126853,30.8,2315,,,
060730193052,193052,6248246.922558159,2024592.6004607768,55796,72849,39.8,1900,,,
060730194031,194031,6251260.740075224,2021207.6700344486,100193,124537,29.6,4985,,,
060730194032,194032,6249646.663785084,2022782.5136790203,118364,137145,23.5,1414,,,
060730194041,194041,6255109.862746007,2024432.2761198494,87174,103796,31.0,1547,,,
060730194042,194042,6256081.0763767585,2023338.2037844723,86583,104904,31.8,2091,,,
060730194051,194051,6247631.982503612,2018166.9513632199,127510,181858,24.9,1119,,,
060730194052,194052,6248704.208090661,2015793.022496034,79119,95142,29.2,1160,,,
060730194053,194053,6247353.982523672,2015251.9249368333,72575,89729,34.3,1664,,,
060730194061,194061,6250792.888040626,2016695.5036266714,98644,104816,27.7,1144,,,
060730194062,194062,6253161.372466377,2017726.8785792163,76791,114283,36.8,2162,,,
060730194063,194063,6250075.613899232,2018599.9717784806,103164,113103,25.2,1581,,,
060730195011,195011,6256360.042566478,2021552.951347856,61724,68144,27.8,2035,,,
060730195012,195012,6255619.185952278,2020513.8591270954,72073,82522,32.5,1774,,,
060730195021,195021,6257816.457255853,2020688.7929278342,46681,57522,33.5,2292,,,
060730195022,195022,6258648.11125759,2020729.615076152,77355,113579,35.8,2193,,,
060730195023,195023,6259489.38767811,2020552.54923024,53247,86062,39.8,1400,,,
060730195031,195031,6256887.437380036,2018007.7708779364,58882,68992,28.7,2278,,,
060730195032,195032,6259502.966993026,2017358.6049490494,82160,128516,37.8,1309,,,
060730195033,195033,6254914.7824359685,2017877.811318668,72830,103273,35.8,1601,,,
060730196011,196011,6265062.503029181,2021814.6102428467,108537,151300,30.5,2657,,,
060730196012,196012,6261907.251117013,2020161.0130076415,151089,145306,29.3,1522,,,
060730196013,196013,6262074.230881261,2018002.4495531246,74315,115396,33.8,2178,,,
060730196014,196014,6264130.075238122,2018512.798008307,123647,144754,25.9,946,,,
060730196021,196021,6262840.834999817,2015684.5588345826,112176,128647,28.2,1400,,,
060730196022,196022,6267016.692263963,2016436.2957625072,107892,154149,30.5,2184,,,
060730196023,196023,6262393.912288428,2013953.720827629,64937,107519,38.9,1914,,,
060730197011,197011,6251274.0754777845,2013134.8281645156,83499,122455,35.2,5591,,,
060730197012,197012,6252579.528735642,2013088.9496582833,101659,105892,21.9,1459,,,
060730197021,197021,6256319.393514877,2014130.5016022867,122833,140458,25.3,852,,,
060730197022,197022,6257598.044543345,2015682.9505457622,75659,78693,25.7,1206,,,
060730197023,197023,6261709.2080144,2012699.6253987297,104610,111647,25.8,1254,,,
060730197024,197024,6257818.579833716,2011553.9958816136,113287,147144,27.1,1871,,,
060730198031,198031,6236369.700149291,2010009.9488976814,105438,120355,31.9,3650,,,
060730198032,198032,6240942.822109998,2007821.7291538764,133626,169824,25.5,1548,,,
060730198033,198033,6238141.063009261,2008482.6480670199,90728,129213,36.8,903,,,
060730198041,198041,6235196.995918681,2004730.8655375484,116204,155138,28.5,1736,,,
060730198042,198042,6236895.653727717,2006632.2563743691,145681,192929,26.9,986,,,
060730198043,198043,6237940.309168202,2004144.2474999046,149144,212660,25.7,1871,,,
060730198051,198051,6244349.578304252,2011075.5888525979,51837,84377,46.8,3332,,,
060730198052,198052,6245452.221514835,2009359.0060411838,98573,120134,26.6,727,,,
060730198081,198081,6251979.736824405,2005103.1115625359,117084,181533,26.3,1067,,,
060730198082,198082,6254037.132914667,2006073.1364726718,121145,168039,27.5,1773,,,
060730198083,198083,6250894.853796811,2002819.3072740703,65793,84176,32.0,1949,,,
060730198091,198091,6251684.507250537,2009697.2838404696,133467,152159,22.6,1571,,,
060730198092,198092,6250917.943998373,2007305.9578424506,138523,189051,23.3,1372,,,
060730198093,198093,6247433.5339018665,2010483.9770857547,49179,75041,42.3,1088,,,
060730198101,198101,6252073.066934136,2000947.1190807747,124782,133912,26.4,4548,,,
060730198102,198102,6245865.169550342,2005706.311744438,92739,100867,39.3,1976,,,
060730198111,198111,6253795.582050101,1995837.2970284931,153681,165123,25.6,1555,,,
060730198112,198112,6242994.501923042,1999730.3968520584,53015,63741,34.0,1157,,,
060730198113,198113,6241146.866029701,2004237.8340507192,130251,165821,28.4,1939,,,
060730198114,198114,6240676.276481239,2001452.358874664,131743,173227,33.3,3306,,,
060730199021,199021,6264991.353637823,2008991.9987015233,96425,132925,31.1,2672,,,
060730199022,199022,6268090.281662998,2005666.8229938603,71798,110307,38.4,1473,,,
060730199031,199031,6268399.713042583,2011651.817346367,105822,136212,31.3,2253,,,
060730199032,199032,6273186.361571643,2009027.431245067,117489,148298,29.3,2640,,,
060730199041,199041,6258679.755362295,2008561.70290456,128912,150653,25.0,2449,,,
060730199042,199042,6264311.317227062,2006553.3887756953,77251,86536,31.7,1411,,,
060730199043,199043,6258309.747834387,2005376.531203213,81865,104064,36.4,1816,,,
060730199044,199044,6260734.461342985,2006485.8526915906,89702,129250,36.8,1231,,,
060730199051,199051,6261279.007896876,2004681.2011236702,89906,103866,28.4,1314,,,
060730199052,199052,6259311.779240395,2002590.1263528666,115895,167485,30.3,1103,,,
060730199053,199053,6261636.969887272,2001687.1425747678,103455,133107,32.2,2061,,,
060730200151,200151,6260874.934976255,1978944.6918165993,158111,212995,25.1,2707,,,
060730200152,200152,6257479.498365769,1977213.9926825508,154353,183553,27.2,1147,,,
060730200153,200153,6253546.691391411,1977150.3927508434,121608,150211,29.0,1288,,,
060730200171,200171,6266446.2811650485,2003622.2510096845,54173,68410,33.1,1476,,,
060730200172,200172,6263447.313673516,1998267.583679108,109188,152448,32.2,1090,,,
060730200173,200173,6268781.791602218,2003322.6344234624,60411,65152,31.2,737,,,
060730200191,200191,6265342.868801704,1994564.4634838623,37959,83383,52.2,2150,,,
060730200192,200192,6268390.685578513,1994645.6091979716,59191,72007,35.4,1896,,,
060730200193,200193,6264626.1150915325,1991434.9021354136,158281,189819,21.6,2766,,,
060730200211,200211,6280977.279367432,1997630.610327214,49504,69916,35.5,1493,,,
060730200212,200212,6275154.294567972,2002342.7910673078,126281,134753,22.0,1165,,,
060730200213,200213,6276610.217199872,2000032.604594936,118383,139774,29.8,1041,,,
060730200214,200214,6280283.997176298,1999207.4857734116,100942,120235,33.2,2456,,,
060730200231,200231,6286173.099394808,1997322.5373998287,112112,143163,28.0,2789,,,
060730200232,200232,6290648.070671078,2000128.0822267828,106793,152919,31.8,2057,,,
060730200241,200241,6293174.399786081,1999743.3385155662,55077,94786,44.4,1948,,,
060730200242,200242,6293118.518009796,1997670.6860060531,113676,140781,33.5,748,,,
060730200243,200243,6295600.026279343,1996530.9059322542,103015,128119,30.5,1168,,,
060730200251,200251,6291204.537592806,1997008.9814381553,83928,94429,26.4,1826,,,
060730200252,200252,6291259.397740248,1995247.3547171166,94240,133941,33.4,1413,,,
060730200253,200253,6294328.349395176,1994617.0386418407,61940,85533,43.1,1804,,,
060730200261,200261,6268881.8067685515,1991636.5207168087,73456,104349,34.3,871,,,
060730200262,200262,6278144.648842787,1992518.977586695,131543,167492,29.0,2278,,,
060730200263,200263,6271298.376211781,1989973.9468414283,112686,135496,26.8,1530,,,
060730200281,200281,6279223.153112615,1996434.5880039192,63071,70592,30.5,1655,,,
060730200282,200282,6280344.831797154,1996880.5904123106,50119,57653,30.8,1438,,,
060730200283,200283,6280852.594481564,1996303.7743042368,51147,62456,34.6,520,,,
060730200291,200291,6275470.966868537,1997555.4727076255,63475,83554,35.3,2171,,,
060730200292,200292,6280468.350377919,1995207.848432353,66019,80638,32.7,1866,,,
060730200293,200293,6270061.375813596,1993614.9313262755,40013,65532,46.6,1688,,,
060730200294,200294,6273298.9745017495,1994971.158053517,41050,102169,49.9,1149,,,
060730200301,200301,6251887.025050717,1984117.2373696226,166040,190227,23.0,2032,,,
060730200302,200302,6252460.358165516,1989325.0005733129,171442,198430,24.6,3144,,,
060730200303,200303,6255127.653846488,1985302.1101376899,198933,227965,18.6,2194,,,
060730200311,200311,6259021.6497605825,1991269.7899809298,165360,197572,21.9,2543,,,
060730200312,200312,6258036.618425822,1988286.3202417777,103340,149172,30.0,2491,,,
060730200313,200313,6261713.434624606,1988619.4371751025,135433,186472,25.6,1539,,,
060730200321,200321,6253074.171067583,1979390.0178669905,133574,197165,27.9,1612,,,
060730200322,200322,6260180.258849381,1982442.1456446284,170741,235727,21.6,1988,,,
060730200331,200331,6253561.658525999,1979697.5613837922,101275,123642,33.5,1002,,,
060730200332,200332,6256940.990688576,1982801.1900390992,121881,179469,29.8,1956,,,
060730200333,200333,6254500.375378385,1980800.336565618,166349,200288,23.9,671,,,
060730200341,200341,6254342.45705283,1971044.527938338,200001,250084,17.4,2696,,,
060730200351,200351,6256838.137966187,1975506.9294791096,155816,211771,22.7,1432,,,
