id,bg_geoid,ctblockgroup
162051,060730095043,95043.0
162054,060730088002,88002.0
162056,060730050001,50001.0
162060,060730100152,100152.0
162072,060730182023,182023.0
162086,060730078001,78001.0
162119,060730221024,221024.0
162125,060730139082,139082.0
162134,060730089022,89022.0
162142,060730130002,130002.0
162160,060730199041,199041.0
162166,060730065001,65001.0
162169,060730083671,83671.0
162173,060730184003,184003.0
162179,060730184003,184003.0
162199,060730100134,100134.0
162205,060730016001,16001.0
162221,060730101091,101091.0
162239,060730100152,100152.0
162256,060730120022,120022.0
162265,060730170361,170361.0
162304,060730110001,110001.0
162317,060730221012,221012.0
162319,060730073041,73041.0
162322,060730171111,171111.0
162337,060730100152,100152.0
162372,060730027071,27071.0
162383,060730076011,76011.0
162398,060730178111,178111.0
162399,060730083582,83582.0
162405,060730221012,221012.0
162407,060730144001,144001.0
162422,060730053021,53021.0
162448,060730182023,182023.0
162459,060730134242,134242.0
162463,060730089022,89022.0
162479,060730033042,33042.0
162484,060730170682,170682.0
162496,060730200293,200293.0
162560,060730091081,91081.0
162567,060730144001,144001.0
162568,060730144001,144001.0
162571,060730083011,83011.0
162578,060730083701,83701.0
162613,060730146013,146013.0
162624,060730133252,133252.0
162628,060730120022,120022.0
162636,060730170226,170226.0
162641,060730200294,200294.0
162650,060730175012,175012.0
162659,060730100161,100161.0
162678,060730170225,170225.0
162680,060730100161,100161.0
162681,060730184003,184003.0
162682,060730085112,85112.0
162689,060730162021,162021.0
162697,060730180004,180004.0
162705,060730221022,221022.0
162713,060730148062,148062.0
162714,060730170394,170394.0
162728,060730203111,203111.0
162739,060730133273,133273.0
162740,060730131032,131032.0
162744,060730204052,204052.0
162782,060730083602,83602.0
162801,060730159011,159011.0
162834,060730057001,57001.0
162837,,104021.0
162849,060730054031,54031.0
162865,060730133072,133072.0
162874,060730170226,170226.0
162878,060730151002,151002.0
162956,060730116011,116011.0
162957,060730083591,83591.0
162976,060730090001,90001.0
162987,060730083601,83601.0
162991,060730203131,203131.0
162992,060730148033,148033.0
162995,060730185045,185045.0
163003,060730170492,170492.0
163004,060730050001,50001.0
163014,060730053011,53011.0
163028,060730083501,83501.0
163031,060730162021,162021.0
163037,060730093064,93064.0
163068,060730083602,83602.0
163070,060730081012,81012.0
163073,060730193052,193052.0
163083,060730215021,215021.0
163090,060730085055,85055.0
163097,060730041011,41011.0
163121,,117002.0
163141,060730202144,202144.0
163152,060730207081,207081.0
163167,060730100112,100112.0
163171,060730176061,176061.0
163172,060730130004,130004.0
163180,,117003.0
163182,060730011002,11002.0
163183,060730202022,202022.0
163227,060730030034,30034.0
163259,060730199053,199053.0
163276,060730129003,129003.0
163284,060730091011,91011.0
163298,060730085112,85112.0
163317,060730198111,198111.0
163319,060730079072,79072.0
163320,060730032085,32085.0
163327,060730158022,158022.0
163328,060730144002,144002.0
163329,060730027034,27034.0
163340,060730166141,166141.0
163361,060730170412,170412.0
163363,060730200191,200191.0
163380,060730054021,54021.0
163390,060730148053,148053.0
163395,060730060002,60002.0
163402,060730087022,87022.0
163405,,117002.0
163443,060730134111,134111.0
163477,060730162021,162021.0
163482,060730100172,100172.0
163489,060730134242,134242.0
163497,060730204012,204012.0
163516,060730053021,53021.0
163540,060730065001,65001.0
163563,060730079112,79112.0
163606,060730170492,170492.0
163616,060730024012,24012.0
163622,060730081012,81012.0
163645,060730003021,3021.0
163647,060730027072,27072.0
163657,060730101062,101062.0
163664,060730011002,11002.0
163668,060730091041,91041.0
163684,060730166161,166161.0
163685,060730185153,185153.0
163700,060730012021,12021.0
163707,060730176061,176061.0
163716,060730221012,221012.0
163722,060730094001,94001.0
163732,060730089022,89022.0
163771,060730071003,71003.0
163778,060730029031,29031.0
163791,060730176011,176011.0
163796,060730182023,182023.0
163818,060730083691,83691.0
163819,060730083273,83273.0
163821,060730085112,85112.0
163824,060730076012,76012.0
163837,060730082021,82021.0
163868,060730160002,160002.0
163869,060730170225,170225.0
163870,060730158021,158021.0
163886,060730177015,177015.0
163890,060730083501,83501.0
163904,060730093071,93071.0
163905,060730065002,65002.0
163913,060730202143,202143.0
163932,060730065002,65002.0
163951,060730053013,53013.0
163978,060730093074,93074.0
164001,060730127003,127003.0
164013,060730096034,96034.0
164028,060730170141,170141.0
164032,060730027101,27101.0
164034,060730065002,65002.0
164049,060730076012,76012.0
164051,060730052011,52011.0
164065,060730101102,101102.0
164067,060730126001,126001.0
164076,060730053011,53011.0
164077,060730200302,200302.0
164078,060730082012,82012.0
164100,060730024023,24023.0
164116,060730036021,36021.0
164118,060730132031,132031.0
164122,060730100102,100102.0
164123,060730100131,100131.0
164165,060730203131,203131.0
164201,060730083502,83502.0
164214,060730079071,79071.0
164229,060730065001,65001.0
164246,060730203081,203081.0
164250,060730162021,162021.0
164287,060730173081,173081.0
164291,060730185182,185182.0
164298,060730096044,96044.0
164312,060730132035,132035.0
164314,060730093082,93082.0
164321,,123021.0
164355,060730132051,132051.0
164383,060730184003,184003.0
164385,060730053021,53021.0
164436,060730185223,185223.0
164437,060730197011,197011.0
164468,060730056022,56022.0
164475,060730085111,85111.0
164508,060730219001,219001.0
164519,060730013012,13012.0
164522,060730219002,219002.0
164530,,108001.0
164533,060730083391,83391.0
164534,060730060002,60002.0
164540,060730201103,201103.0
164545,060730053012,53012.0
164556,060730148033,148033.0
164562,060730014001,14001.0
164579,060730198051,198051.0
164581,060730202143,202143.0
164585,060730051011,51011.0
164598,060730172012,172012.0
164625,060730171111,171111.0
164640,060730051023,51023.0
164671,060730161003,161003.0
164693,060730083391,83391.0
164710,060730182023,182023.0
164736,060730007001,7001.0
164753,060730179012,179012.0
164762,060730085112,85112.0
164770,060730079071,79071.0
164773,060730053012,53012.0
164786,060730180001,180001.0
164796,060730170672,170672.0
164805,060730124011,124011.0
164815,060730085112,85112.0
164816,060730054011,54011.0
164867,060730171084,171084.0
164890,060730200432,200432.0
164901,060730167043,167043.0
164906,060730100152,100152.0
164913,060730179012,179012.0
164918,060730008004,8004.0
164940,060730076012,76012.0
164942,060730058012,58012.0
164947,060730158023,158023.0
164953,060730100093,100093.0
164970,060730089021,89021.0
164979,060730065002,65002.0
164987,060730200294,200294.0
164995,060730089013,89013.0
165032,060730200263,200263.0
165048,060730173071,173071.0
165058,060730207081,207081.0
165076,060730170562,170562.0
165077,060730221024,221024.0
165083,060730058011,58011.0
165089,060730207061,207061.0
165090,060730166141,166141.0
165091,060730208061,208061.0
165117,060730083501,83501.0
165128,060730053012,53012.0
165133,060730068021,68021.0
165177,060730071003,71003.0
165180,060730061001,61001.0
165201,060730075014,75014.0
165205,060730054031,54031.0
165212,060730093011,93011.0
165243,060730059003,59003.0
165260,060730132043,132043.0
165286,060730144001,144001.0
165288,060730162021,162021.0
165310,060730209032,209032.0
165353,060730199053,199053.0
165375,060730083762,83762.0
165376,060730054023,54023.0
165405,060730056022,56022.0
165457,060730133252,133252.0
165502,060730214013,214013.0
165518,060730185161,185161.0
165520,060730207062,207062.0
165521,060730178111,178111.0
165522,060730203122,203122.0
165530,060730207061,207061.0
165556,060730206013,206013.0
165558,060730083581,83581.0
165569,060730012012,12012.0
165611,060730162021,162021.0
165634,060730198111,198111.0
165663,060730198051,198051.0
165692,060730004001,4001.0
165699,060730130004,130004.0
165711,060730029041,29041.0
165715,060730062001,62001.0
165717,060730098041,98041.0
165719,060730178014,178014.0
165729,060730208111,208111.0
165732,060730133192,133192.0
165737,060730172022,172022.0
165745,060730221024,221024.0
165766,060730045012,45012.0
165794,060730054021,54021.0
165800,060730054021,54021.0
165887,060730022011,22011.0
165928,060730085111,85111.0
165965,060730083702,83702.0
165977,060730166161,166161.0
165999,060730031073,31073.0
166008,060730102013,102013.0
166017,060730091023,91023.0
166025,060730021001,21001.0
166032,060730093081,93081.0
166033,060730093074,93074.0
166040,060730032142,32142.0
166043,060730185223,185223.0
166052,060730200294,200294.0
166062,060730085113,85113.0
166086,060730029022,29022.0
166088,060730068021,68021.0
166090,060730200193,200193.0
166093,060730133241,133241.0
166095,060730134123,134123.0
166100,060730083501,83501.0
166109,060730079051,79051.0
166113,060730203111,203111.0
166139,060730051023,51023.0
166161,060730131021,131021.0
166172,060730116021,116021.0
166183,060730003021,3021.0
166211,,117001.0
166223,060730148062,148062.0
166231,060730202141,202141.0
166248,060730125021,125021.0
166249,060730125012,125012.0
166270,060730083602,83602.0
166271,060730093061,93061.0
166273,060730008001,8001.0
166291,060730083501,83501.0
166331,060730093074,93074.0
166332,060730166161,166161.0
166335,060730087021,87021.0
166336,060730166141,166141.0
166347,060730170552,170552.0
166371,060730122001,122001.0
166402,060730083732,83732.0
166429,060730219002,219002.0
166458,060730206012,206012.0
166477,060730170612,170612.0
166512,060730083752,83752.0
166513,060730176013,176013.0
166518,060730221012,221012.0
166528,060730178132,178132.0
166533,060730013012,13012.0
166549,060730083762,83762.0
166554,060730006003,6003.0
166563,060730146013,146013.0
166583,060730170502,170502.0
166584,060730077011,77011.0
166586,060730139032,139032.0
166595,060730166152,166152.0
166621,060730178014,178014.0
166626,,118011.0
166635,060730131022,131022.0
166636,060730081013,81013.0
166650,060730087012,87012.0
166651,060730062001,62001.0
166653,060730087012,87012.0
166654,060730004003,4003.0
166670,060730082012,82012.0
166694,060730203131,203131.0
166697,,123021.0
166700,060730083492,83492.0
166701,060730124022,124022.0
166703,060730219001,219001.0
166708,060730027123,27123.0
166724,060730100152,100152.0
166739,060730134213,134213.0
166742,060730181011,181011.0
166789,060730032041,32041.0
166799,060730134242,134242.0
166808,060730180002,180002.0
166809,060730054023,54023.0
166823,060730080063,80063.0
166826,060730134123,134123.0
166831,060730170361,170361.0
166846,060730030013,30013.0
166854,060730134243,134243.0
166864,060730185091,185091.0
166872,060730053012,53012.0
166883,060730058011,58011.0
166884,060730009023,9023.0
166890,060730083302,83302.0
166902,060730097033,97033.0
166907,060730083501,83501.0
166912,060730093083,93083.0
166932,060730134242,134242.0
166933,060730100152,100152.0
166942,060730053012,53012.0
166950,060730096034,96034.0
166951,060730023021,23021.0
166965,060730065001,65001.0
166978,060730171132,171132.0
166981,060730085112,85112.0
166996,060730033053,33053.0
167010,060730158023,158023.0
167062,060730031112,31112.0
167094,060730093074,93074.0
167113,060730068022,68022.0
167118,060730062001,62001.0
167141,060730076012,76012.0
167147,060730202141,202141.0
167150,060730085111,85111.0
167153,060730120022,120022.0
167155,060730144002,144002.0
167156,060730065001,65001.0
167162,060730083762,83762.0
167208,060730170141,170141.0
167209,060730170141,170141.0
167214,060730170333,170333.0
167217,060730170226,170226.0
167219,,123021.0
167220,060730083552,83552.0
167225,060730100182,100182.0
167240,060730200262,200262.0
167243,060730068022,68022.0
167244,060730085112,85112.0
167245,060730083762,83762.0
167251,060730170561,170561.0
167258,060730170414,170414.0
167260,060730214013,214013.0
167261,060730011001,11001.0
167264,060730170226,170226.0
167266,060730095091,95091.0
167269,060730202112,202112.0
167273,060730096043,96043.0
167274,060730085111,85111.0
167278,060730144001,144001.0
167309,060730096044,96044.0
167324,060730145001,145001.0
167327,060730024023,24023.0
167334,060730166141,166141.0
167352,060730083502,83502.0
167362,060730161003,161003.0
167368,060730181021,181021.0
167370,060730185221,185221.0
167377,060730100152,100152.0
167386,060730133164,133164.0
167388,060730132031,132031.0
167390,060730100172,100172.0
167391,060730126001,126001.0
167392,060730205002,205002.0
167403,060730065002,65002.0
167406,060730203043,203043.0
167429,060730053021,53021.0
167438,060730100152,100152.0
167463,060730085102,85102.0
167465,060730065002,65002.0
167468,060730075022,75022.0
167469,060730081013,81013.0
167472,060730077014,77014.0
167477,060730003021,3021.0
167516,060730178014,178014.0
167517,060730180002,180002.0
167539,060730203131,203131.0
167540,060730065001,65001.0
167556,060730182011,182011.0
167586,060730056012,56012.0
167602,060730054031,54031.0
167610,060730054011,54011.0
167613,060730010004,10004.0
167614,060730154082,154082.0
167618,060730133272,133272.0
167653,060730202143,202143.0
167655,060730076011,76011.0
167659,060730166161,166161.0
167693,060730065001,65001.0
167699,060730085094,85094.0
167761,060730032041,32041.0
167799,060730208133,208133.0
167804,060730184003,184003.0
167816,060730093083,93083.0
167837,060730005003,5003.0
167841,060730100161,100161.0
167872,060730027031,27031.0
167885,060730178112,178112.0
167902,060730029051,29051.0
167903,060730023012,23012.0
167969,060730170225,170225.0
167971,060730028042,28042.0
168035,060730013022,13022.0
168045,060730185091,185091.0
168053,060730076021,76021.0
168066,060730162021,162021.0
168071,060730058021,58021.0
168080,060730203131,203131.0
168098,060730176061,176061.0
168100,060730065001,65001.0
168110,060730085112,85112.0
168126,060730103002,103002.0
168138,060730089022,89022.0
168177,060730200294,200294.0
168181,060730198031,198031.0
168189,060730124012,124012.0
168212,060730101041,101041.0
168237,060730096034,96034.0
168238,060730178132,178132.0
168243,060730083502,83502.0
168283,060730170691,170691.0
168290,060730203131,203131.0
168297,060730171064,171064.0
168315,060730101031,101031.0
168322,060730166162,166162.0
168327,060730089022,89022.0
168358,060730203083,203083.0
168387,060730185221,185221.0
168392,060730027031,27031.0
168417,060730208052,208052.0
168424,060730138011,138011.0
168432,060730221012,221012.0
168433,060730178014,178014.0
168455,060730083761,83761.0
168465,060730100152,100152.0
168470,060730175012,175012.0
168518,060730013012,13012.0
168533,060730185092,185092.0
168535,060730096034,96034.0
168551,060730053021,53021.0
168557,060730214022,214022.0
168559,060730202143,202143.0
168560,060730008001,8001.0
168602,060730191033,191033.0
168626,060730132051,132051.0
168629,060730203052,203052.0
168659,060730093074,93074.0
168664,060730166173,166173.0
168667,060730100134,100134.0
168673,060730150022,150022.0
168705,060730162021,162021.0
168726,060730170553,170553.0
168737,060730053011,53011.0
168754,060730083462,83462.0
168760,060730083501,83501.0
168763,060730065003,65003.0
168768,060730148061,148061.0
168774,060730132042,132042.0
168785,060730011002,11002.0
168823,060730026013,26013.0
168827,060730003012,3012.0
168833,060730002023,2023.0
168840,060730110001,110001.0
168858,060730030034,30034.0
168859,060730127001,127001.0
168864,060730082012,82012.0
168899,060730170414,170414.0
168910,060730083501,83501.0
168919,060730083701,83701.0
168969,060730172011,172011.0
168978,060730133173,133173.0
168979,060730132043,132043.0
168996,060730206022,206022.0
169002,060730082012,82012.0
169005,060730135032,135032.0
169020,060730083761,83761.0
169037,060730087022,87022.0
169067,060730083691,83691.0
169073,060730093071,93071.0
169092,060730144001,144001.0
169125,060730076011,76011.0
169134,060730085112,85112.0
169140,060730053021,53021.0
169144,060730101105,101105.0
169147,060730170561,170561.0
169152,060730170711,170711.0
169158,060730110002,110002.0
169163,060730170544,170544.0
169170,060730160001,160001.0
169174,060730171094,171094.0
169213,060730085113,85113.0
169219,060730219001,219001.0
169233,060730085111,85111.0
169235,060730132061,132061.0
169247,060730091081,91081.0
169262,060730089021,89021.0
169302,060730132031,132031.0
169303,060730083391,83391.0
169314,060730085101,85101.0
169327,060730004001,4001.0
169328,060730085031,85031.0
169330,060730203131,203131.0
169331,060730150022,150022.0
169332,060730100152,100152.0
169344,060730075021,75021.0
169352,060730101032,101032.0
169376,060730162021,162021.0
169388,060730174071,174071.0
169411,060730026014,26014.0
169412,060730162021,162021.0
169419,060730193042,193042.0
169421,060730088002,88002.0
169426,060730149022,149022.0
169430,060730054023,54023.0
169434,060730027112,27112.0
169447,060730173072,173072.0
169493,060730133192,133192.0
169495,060730185091,185091.0
169497,060730162021,162021.0
169500,060730083391,83391.0
169523,060730172022,172022.0
169529,060730059002,59002.0
169546,060730148033,148033.0
169558,060730218001,218001.0
169559,060730068011,68011.0
169569,060730145001,145001.0
169594,060730089022,89022.0
169595,060730149022,149022.0
169596,060730065002,65002.0
169606,060730147011,147011.0
169629,060730171064,171064.0
169632,060730151004,151004.0
169636,060730078002,78002.0
169639,060730173081,173081.0
169645,060730100102,100102.0
169650,060730170484,170484.0
169691,060730204051,204051.0
169692,060730202072,202072.0
169711,060730083462,83462.0
169721,060730083492,83492.0
169727,060730125022,125022.0
169728,060730184003,184003.0
169739,060730083762,83762.0
169781,060730199053,199053.0
169783,060730003021,3021.0
169785,060730054012,54012.0
169788,060730083644,83644.0
169792,060730100152,100152.0
169800,060730085112,85112.0
169817,060730100054,100054.0
169824,060730032041,32041.0
169845,060730208052,208052.0
169871,060730150022,150022.0
169890,060730090001,90001.0
169917,060730198111,198111.0
169922,060730083501,83501.0
169952,060730083501,83501.0
169956,060730214022,214022.0
169967,060730098014,98014.0
169974,060730004001,4001.0
170019,060730068021,68021.0
170020,060730093071,93071.0
170027,060730083761,83761.0
170045,060730134242,134242.0
170047,060730203131,203131.0
170061,060730160001,160001.0
170067,060730200421,200421.0
170068,060730054023,54023.0
170077,060730221012,221012.0
170097,060730200372,200372.0
170117,060730034013,34013.0
170132,060730085113,85113.0
170162,060730207081,207081.0
170215,060730004001,4001.0
170289,060730173033,173033.0
170308,060730081021,81021.0
170324,060730170481,170481.0
170347,060730051023,51023.0
170366,060730148062,148062.0
170389,060730162013,162013.0
170390,060730170552,170552.0
170392,060730202143,202143.0
170395,060730053021,53021.0
170396,060730085112,85112.0
170407,060730102011,102011.0
170430,060730162022,162022.0
170444,060730221022,221022.0
170446,060730171094,171094.0
170465,060730053021,53021.0
170474,060730053021,53021.0
170485,060730100152,100152.0
170486,060730001002,1002.0
170488,060730198051,198051.0
170502,060730085112,85112.0
170510,060730100094,100094.0
170528,060730139082,139082.0
170541,060730083462,83462.0
170576,,117001.0
170592,060730018021,18021.0
170595,060730083051,83051.0
170619,060730139031,139031.0
170628,060730214011,214011.0
170637,060730202112,202112.0
170652,060730085025,85025.0
170653,060730079081,79081.0
170682,060730096034,96034.0
170685,060730075021,75021.0
170690,060730083501,83501.0
170694,060730095093,95093.0
170707,060730083692,83692.0
170718,060730059003,59003.0
170729,060730203131,203131.0
170738,060730162021,162021.0
170748,060730182011,182011.0
170757,060730162021,162021.0
170766,060730093074,93074.0
170767,060730100152,100152.0
170783,060730208121,208121.0
170797,060730208061,208061.0
170817,060730013012,13012.0
170820,060730028012,28012.0
170847,060730089022,89022.0
170852,060730083501,83501.0
170872,060730004001,4001.0
170873,060730132062,132062.0
170886,060730171084,171084.0
170890,060730075021,75021.0
170893,060730181021,181021.0
170901,060730200172,200172.0
170907,060730027082,27082.0
170914,060730149022,149022.0
170930,060730200444,200444.0
170953,060730207111,207111.0
170989,060730082022,82022.0
171017,060730080033,80033.0
171068,060730175012,175012.0
171085,060730175012,175012.0
171092,060730085031,85031.0
171104,060730091081,91081.0
171116,060730079081,79081.0
171141,060730053022,53022.0
171142,060730200172,200172.0
171152,060730181021,181021.0
171159,060730203111,203111.0
171178,060730200294,200294.0
171190,060730178081,178081.0
171199,060730214013,214013.0
171200,060730131032,131032.0
171207,060730200294,200294.0
171208,060730207072,207072.0
171261,,111001.0
171265,060730202143,202143.0
171283,060730162021,162021.0
171287,060730122001,122001.0
171299,060730013012,13012.0
171330,060730162021,162021.0
171349,060730176061,176061.0
171358,060730179012,179012.0
171360,060730083762,83762.0
171371,060730176061,176061.0
171376,060730203101,203101.0
171377,060730170481,170481.0
171386,060730085113,85113.0
171391,060730075023,75023.0
171392,060730027123,27123.0
171434,060730083502,83502.0
171462,060730083692,83692.0
171465,060730218001,218001.0
171467,060730002023,2023.0
171524,060730100093,100093.0
171557,060730178132,178132.0
171558,060730105021,105021.0
171568,060730182011,182011.0
171572,060730131032,131032.0
171592,060730056022,56022.0
171608,060730148043,148043.0
171616,060730170091,170091.0
171618,060730200192,200192.0
171627,060730029022,29022.0
171638,060730100172,100172.0
171665,060730221012,221012.0
171682,060730054023,54023.0
171719,060730054011,54011.0
171744,060730105011,105011.0
171745,060730138022,138022.0
171754,060730175012,175012.0
171757,060730136014,136014.0
171772,060730089022,89022.0
171778,060730079101,79101.0
171789,060730159012,159012.0
171837,060730003021,3021.0
171857,060730065002,65002.0
171885,060730085074,85074.0
171889,060730093074,93074.0
171893,060730003021,3021.0
171903,060730208013,208013.0
171915,060730175012,175012.0
171933,060730178132,178132.0
171963,060730029041,29041.0
171965,060730096034,96034.0
172002,060730162022,162022.0
172012,060730082012,82012.0
172013,060730022012,22012.0
172014,060730125012,125012.0
172042,060730172022,172022.0
172050,060730027123,27123.0
172053,060730093074,93074.0
172058,060730053021,53021.0
172084,060730162021,162021.0
172095,060730085071,85071.0
172123,,120032.0
172151,060730200153,200153.0
172153,060730203131,203131.0
172154,,108001.0
172155,060730162021,162021.0
172164,060730083501,83501.0
172173,060730013012,13012.0
172180,060730033051,33051.0
172181,060730219002,219002.0
172198,060730202072,202072.0
172208,060730023012,23012.0
172221,060730185041,185041.0
172222,060730176013,176013.0
172223,060730175012,175012.0
172253,,118011.0
172262,060730208061,208061.0
172271,060730177015,177015.0
172280,060730172021,172021.0
172283,060730098014,98014.0
172291,060730096043,96043.0
172294,060730022012,22012.0
172296,060730083124,83124.0
172300,060730131044,131044.0
172326,060730166141,166141.0
172337,060730202131,202131.0
172361,060730083462,83462.0
172417,060730050001,50001.0
172443,060730144001,144001.0
172448,060730200303,200303.0
172462,060730133082,133082.0
172469,060730203131,203131.0
172475,060730083051,83051.0
172518,060730137021,137021.0
172537,060730100152,100152.0
172549,060730051032,51032.0
172551,060730053021,53021.0
172554,060730175012,175012.0
172591,060730083502,83502.0
172593,060730134243,134243.0
172595,060730158011,158011.0
172635,060730125022,125022.0
172637,060730052023,52023.0
172641,060730079072,79072.0
172681,060730032041,32041.0
172695,060730091082,91082.0
172705,060730177023,177023.0
172762,060730180001,180001.0
172788,060730085112,85112.0
172793,060730012021,12021.0
172838,060730171094,171094.0
172851,060730081012,81012.0
172854,060730029052,29052.0
172869,060730036022,36022.0
172901,060730208063,208063.0
172902,060730208061,208061.0
172903,060730208063,208063.0
172904,060730036021,36021.0
172912,060730170226,170226.0
172926,060730085112,85112.0
172946,060730134202,134202.0
172977,060730172012,172012.0
172997,,123021.0
173005,060730127002,127002.0
173006,060730065003,65003.0
173013,060730162021,162021.0
173017,060730166074,166074.0
173023,060730085112,85112.0
173030,060730131041,131041.0
173037,060730182022,182022.0
173040,060730100093,100093.0
173059,060730170203,170203.0
173086,060730083691,83691.0
173095,060730124021,124021.0
173107,060730216002,216002.0
173126,060730202092,202092.0
173136,060730175012,175012.0
173184,060730085112,85112.0
173205,060730218001,218001.0
173206,060730085044,85044.0
173207,060730083453,83453.0
173219,060730203083,203083.0
173231,060730079052,79052.0
173326,060730170492,170492.0
173383,060730136013,136013.0
173391,060730026013,26013.0
173396,060730170313,170313.0
173414,060730131041,131041.0
173434,060730154071,154071.0
173445,060730087022,87022.0
173448,060730085031,85031.0
173463,060730203131,203131.0
173492,060730166161,166161.0
173493,060730080064,80064.0
173514,060730091012,91012.0
173528,060730220001,220001.0
173531,060730134202,134202.0
173534,060730175012,175012.0
173548,060730184003,184003.0
173567,060730082011,82011.0
173575,060730124011,124011.0
173587,060730053021,53021.0
173597,060730170414,170414.0
173603,060730133173,133173.0
173614,060730204032,204032.0
173633,060730100152,100152.0
173634,060730085112,85112.0
173639,060730029052,29052.0
173669,060730132051,132051.0
173670,060730148041,148041.0
173682,060730162021,162021.0
173705,060730083762,83762.0
173709,060730100093,100093.0
173743,060730203131,203131.0
173758,060730083501,83501.0
173771,060730176032,176032.0
173772,060730199053,199053.0
173787,060730170091,170091.0
173811,060730023023,23023.0
173818,060730007002,7002.0
173826,060730011002,11002.0
173839,060730185091,185091.0
173852,060730083501,83501.0
173867,060730127002,127002.0
173868,060730166101,166101.0
173876,060730182023,182023.0
173902,060730097052,97052.0
173910,060730144002,144002.0
173929,060730144001,144001.0
173939,060730154031,154031.0
173942,060730087022,87022.0
173947,060730059001,59001.0
173961,060730202142,202142.0
173987,060730100152,100152.0
173999,060730139082,139082.0
174013,060730076012,76012.0
174020,060730133192,133192.0
174028,060730132032,132032.0
174035,060730085076,85076.0
174040,060730133171,133171.0
174057,060730161003,161003.0
174069,060730085031,85031.0
174074,060730002021,2021.0
174102,060730185045,185045.0
174123,060730093072,93072.0
174143,060730200294,200294.0
174164,060730083452,83452.0
174172,060730170553,170553.0
174173,060730027083,27083.0
174208,060730134243,134243.0
174226,060730031131,31131.0
174242,060730200294,200294.0
174264,060730004003,4003.0
174297,060730021005,21005.0
174305,060730173071,173071.0
174308,060730085112,85112.0
174326,060730176061,176061.0
174355,060730085113,85113.0
174383,060730015002,15002.0
174393,060730085112,85112.0
174402,060730214022,214022.0
174406,,123021.0
174437,060730136014,136014.0
174446,060730085112,85112.0
174447,060730200294,200294.0
174451,060730095044,95044.0
174454,060730166074,166074.0
174465,060730028031,28031.0
174500,060730052011,52011.0
174506,060730175012,175012.0
174510,060730198051,198051.0
174522,060730003021,3021.0
174530,060730052012,52012.0
174537,060730030034,30034.0
174538,060730185045,185045.0
174539,060730144002,144002.0
174548,060730014001,14001.0
174560,060730002012,2012.0
174574,060730003021,3021.0
174579,060730186011,186011.0
174580,060730214013,214013.0
174595,060730170711,170711.0
174619,060730040002,40002.0
174654,060730214021,214021.0
174666,060730093071,93071.0
174667,060730083732,83732.0
174670,060730075021,75021.0
174679,060730170401,170401.0
174684,060730100132,100132.0
174692,060730029043,29043.0
174717,060730131032,131032.0
174721,060730083611,83611.0
174723,060730178115,178115.0
174734,060730031141,31141.0
174741,060730060003,60003.0
174752,060730198111,198111.0
174769,060730095093,95093.0
174794,060730205002,205002.0
174799,060730207081,207081.0
174803,060730123032,123032.0
174829,060730133011,133011.0
174840,060730180001,180001.0
174856,060730133162,133162.0
174876,060730170361,170361.0
174897,060730083501,83501.0
174936,060730162021,162021.0
174944,060730100152,100152.0
174960,060730203131,203131.0
174975,060730199043,199043.0
174992,060730085113,85113.0
174997,060730208072,208072.0
175019,060730053021,53021.0
175020,060730065001,65001.0
175021,060730177022,177022.0
175049,060730219001,219001.0
175052,060730085112,85112.0
175097,060730133192,133192.0
175099,060730101033,101033.0
175111,060730087022,87022.0
175156,060730214013,214013.0
175158,060730050001,50001.0
175162,060730082012,82012.0
175172,060730083273,83273.0
175178,060730170501,170501.0
175192,060730065001,65001.0
175198,060730202072,202072.0
175206,060730171132,171132.0
175210,060730079051,79051.0
175242,060730132061,132061.0
175249,060730162021,162021.0
175252,060730083762,83762.0
175269,060730203131,203131.0
175276,060730101031,101031.0
175290,060730139082,139082.0
175299,060730170393,170393.0
175308,060730162021,162021.0
175310,060730091011,91011.0
175315,060730200262,200262.0
175325,060730200172,200172.0
175339,060730027034,27034.0
175350,060730100102,100102.0
175359,060730162021,162021.0
175363,060730093074,93074.0
175374,060730200294,200294.0
175406,060730082012,82012.0
175434,060730083123,83123.0
175456,060730026013,26013.0
175459,060730083462,83462.0
175460,060730083632,83632.0
175469,060730079052,79052.0
175474,060730083501,83501.0
175480,060730083762,83762.0
175483,060730083692,83692.0
175503,060730083691,83691.0
175509,060730219002,219002.0
175515,060730171111,171111.0
175543,060730219001,219001.0
175544,060730200444,200444.0
175554,060730221012,221012.0
175557,060730170502,170502.0
175568,060730160001,160001.0
175579,060730007001,7001.0
175613,060730054011,54011.0
175632,060730036033,36033.0
175635,060730058011,58011.0
175653,060730089022,89022.0
175665,060730200294,200294.0
175703,060730170561,170561.0
175712,060730083611,83611.0
175717,060730184003,184003.0
175741,060730221012,221012.0
175743,060730023021,23021.0
175745,060730194032,194032.0
175760,060730186011,186011.0
175781,060730162021,162021.0
175785,060730170561,170561.0
175812,060730093083,93083.0
175829,060730174051,174051.0
175830,060730205001,205001.0
175842,060730100112,100112.0
175845,060730083502,83502.0
175847,060730083762,83762.0
175855,060730101111,101111.0
175859,060730203131,203131.0
175861,060730170091,170091.0
175863,060730096034,96034.0
175874,060730200172,200172.0
175892,060730101111,101111.0
175914,060730083462,83462.0
175917,060730171062,171062.0
175922,060730100134,100134.0
175934,060730089022,89022.0
175938,060730170502,170502.0
175946,060730083602,83602.0
