id,bg_geoid,ctblockgroup
12434,060730133233,133233.0
12438,060730059001,59001.0
12439,060730218001,218001.0
12455,060730085111,85111.0
12458,060730004003,4003.0
12466,060730207053,207053.0
12477,060730177022,177022.0
12484,060730159021,159021.0
12512,060730134091,134091.0
12540,060730180002,180002.0
12550,060730197024,197024.0
12582,060730085025,85025.0
12583,060730085113,85113.0
12615,060730174031,174031.0
12644,060730058021,58021.0
12646,060730134123,134123.0
12661,060730032142,32142.0
12663,060730200294,200294.0
12680,060730034014,34014.0
12681,060730085113,85113.0
12703,060730200294,200294.0
12705,060730198111,198111.0
12710,060730059001,59001.0
12716,060730170092,170092.0
12722,060730126004,126004.0
12733,060730170226,170226.0
12737,060730200294,200294.0
12765,060730133173,133173.0
12785,060730162021,162021.0
12786,060730027073,27073.0
12787,060730085055,85055.0
12791,060730083691,83691.0
12802,060730116012,116012.0
12807,,108001.0
12819,,120031.0
12836,060730053013,53013.0
12839,060730102011,102011.0
12848,060730200321,200321.0
12889,060730200372,200372.0
12902,060730203043,203043.0
12909,060730093074,93074.0
12949,060730093072,93072.0
12968,060730078004,78004.0
12991,060730096033,96033.0
13014,060730026013,26013.0
13047,060730065001,65001.0
13078,060730176031,176031.0
13080,060730085112,85112.0
13102,,117001.0
13117,060730011001,11001.0
13122,060730171094,171094.0
13165,060730132063,132063.0
13185,060730065002,65002.0
13204,060730176061,176061.0
13210,060730058022,58022.0
13220,060730202141,202141.0
13225,060730200302,200302.0
13231,060730065003,65003.0
13234,060730091072,91072.0
13238,060730083591,83591.0
13274,060730085112,85112.0
13310,060730170451,170451.0
13317,060730071003,71003.0
13320,060730003021,3021.0
13324,060730049003,49003.0
13390,060730085112,85112.0
13399,060730051022,51022.0
13410,060730208063,208063.0
13500,060730180001,180001.0
13563,060730134161,134161.0
13571,060730200172,200172.0
13574,060730202072,202072.0
13596,060730083311,83311.0
13605,060730170394,170394.0
13628,060730085111,85111.0
13649,060730221012,221012.0
13655,060730083602,83602.0
13656,060730184003,184003.0
13715,060730101031,101031.0
13720,,123021.0
13732,060730175012,175012.0
13765,060730007001,7001.0
13768,060730016001,16001.0
13797,060730170612,170612.0
13800,060730200172,200172.0
13820,060730076012,76012.0
13822,060730126001,126001.0
13826,060730085113,85113.0
13847,060730083051,83051.0
13850,060730221012,221012.0
13853,060730044001,44001.0
13854,060730162022,162022.0
13882,060730083501,83501.0
13917,060730214013,214013.0
13923,060730144002,144002.0
13935,060730082021,82021.0
13957,060730131032,131032.0
13962,060730171111,171111.0
13968,060730219002,219002.0
14006,060730083762,83762.0
14013,060730085112,85112.0
14015,060730085112,85112.0
14051,060730200193,200193.0
14096,060730033012,33012.0
14098,060730132051,132051.0
14100,060730185223,185223.0
14126,060730083501,83501.0
14159,060730203131,203131.0
14160,060730203131,203131.0
14206,060730083611,83611.0
14209,060730003021,3021.0
14229,060730029052,29052.0
14243,060730148062,148062.0
14254,060730100152,100152.0
14261,060730032083,32083.0
14263,060730170682,170682.0
14289,060730083462,83462.0
14290,060730082012,82012.0
14304,060730179012,179012.0
14323,060730058021,58021.0
14330,060730050001,50001.0
14337,060730091022,91022.0
14342,060730200294,200294.0
14369,060730102011,102011.0
14423,060730221012,221012.0
14431,060730068021,68021.0
14442,060730032021,32021.0
14450,060730100042,100042.0
14458,060730170141,170141.0
14462,060730170511,170511.0
14465,060730087011,87011.0
14469,060730083391,83391.0
14473,060730039023,39023.0
14487,060730162021,162021.0
14502,060730083122,83122.0
14508,060730149022,149022.0
14509,060730135032,135032.0
14514,060730071003,71003.0
14519,060730089021,89021.0
14521,060730065001,65001.0
14531,060730076021,76021.0
14547,060730197021,197021.0
14585,060730065002,65002.0
14586,060730176061,176061.0
14590,060730176014,176014.0
14607,060730100152,100152.0
14608,060730175012,175012.0
14610,060730177015,177015.0
14621,060730184002,184002.0
